fight_id,event_name,fight_date,location,weight_class,winner,win_method,detail,round,end_time,referee
158,UFC 16: Battle in the Bayou,"March 13, 1998","New Orleans, Louisiana, USA",Lightweight Bout,Mikey Burnett,KO/TKO,Punches to Head At Distance,1,9:45,Joe Hamilton
159,UFC 16: Battle in the Bayou,"March 13, 1998","New Orleans, Louisiana, USA",Lightweight Bout,Pat Miletich,Decision - Split,,2,3:00,Joe Hamilton
160,UFC 16: Battle in the Bayou,"March 13, 1998","New Orleans, Louisiana, USA",Middleweight Bout,Jerry Bohlander,Submission,"Armbar From Bottom Guard
      Technical Submission",1,10:23,John McCarthy
161,UFC 16: Battle in the Bayou,"March 13, 1998","New Orleans, Louisiana, USA",Lightweight Bout,Pat Miletich,Submission,Shoulder Choke From Half Guard,1,9:02,John McCarthy
162,UFC 16: Battle in the Bayou,"March 13, 1998","New Orleans, Louisiana, USA",Heavyweight Bout,Tsuyoshi Kohsaka,Decision - Unanimous,,2,3:00,John McCarthy
163,UFC 16: Battle in the Bayou,"March 13, 1998","New Orleans, Louisiana, USA",UFC Light Heavyweight Title Bout,Frank Shamrock,KO/TKO,Slam to   On Ground,1,0:22,John McCarthy
164,UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",Middleweight Bout,Chuck Liddell,Decision - Unanimous,,1,12:00,Joe Hamilton
165,UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",Heavyweight Bout,Andre Roberts,Decision - Unanimous,,2,3:00,John McCarthy
166,UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",Middleweight Bout,Dan Henderson,Decision - Unanimous,,2,3:00,Joe Hamilton
167,UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",Middleweight Bout,Carlos Newton,Submission,Triangle Choke From Bottom Guard,1,0:52,Joe Hamilton
168,UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",Heavyweight Bout,Mike van Arsdale,Submission,Keylock From Side Control,1,11:01,John McCarthy
169,UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",Heavyweight Bout,David Abbott,KO/TKO,Punches to Head On Ground,1,0:43,John McCarthy
170,UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",UFC 17 Middleweight Tournament Title Bout,Dan Henderson,Decision - Split,,2,3:00,John McCarthy
171,UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",Heavyweight Bout,Pete Williams,KO/TKO,Kick to Head At Distance,2,0:38,John McCarthy
172,UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",UFC Light Heavyweight Title Bout,Frank Shamrock,Submission,Kneebar From Bottom Back Control,2,1:28,John McCarthy
173,UFC - Ultimate Brazil,"October 16, 1998","Sao Paulo, Brazil",Lightweight Bout,Cesar Marscucci,KO/TKO,to,1,10:27,John McCarthy
174,UFC - Ultimate Brazil,"October 16, 1998","Sao Paulo, Brazil",Middleweight Bout,Tulio Palhares,KO/TKO,Punches to Head From Mount,1,9:00,John McCarthy
175,UFC - Ultimate Brazil,"October 16, 1998","Sao Paulo, Brazil",Middleweight Bout,Ebenezer Fontes Braga,Submission,Guillotine Choke Standing,1,3:27,John McCarthy
176,UFC - Ultimate Brazil,"October 16, 1998","Sao Paulo, Brazil",Heavyweight Bout,Tsuyoshi Kohsaka,Decision - Unanimous,,2,3:00,John McCarthy
177,UFC - Ultimate Brazil,"October 16, 1998","Sao Paulo, Brazil",UFC Welterweight Title Bout,Pat Miletich,Decision - Split,,3,3:00,John McCarthy
178,UFC - Ultimate Brazil,"October 16, 1998","Sao Paulo, Brazil",Heavyweight Bout,Pedro Rizzo,KO/TKO,Punch to Head At Distance,1,8:07,John McCarthy
179,UFC - Ultimate Brazil,"October 16, 1998","Sao Paulo, Brazil",Middleweight Bout,Vitor Belfort,KO/TKO,Punches to Head At Distance,1,0:44,John McCarthy
180,UFC - Ultimate Brazil,"October 16, 1998","Sao Paulo, Brazil",UFC Light Heavyweight Title Bout,Frank Shamrock,Submission,Neck Crank From Guard,1,7:40,John McCarthy
181,UFC 18: The Road to the Heavyweight Title,"January 08, 1999","New Orleans, Louisiana, USA",Lightweight Bout,Laverne Clark,KO/TKO,"Punches to Head From Guard
      Submission to Strikes",1,6:52,Tony Mullinax
182,UFC 18: The Road to the Heavyweight Title,"January 08, 1999","New Orleans, Louisiana, USA",Middleweight Bout,Evan Tanner,Submission,Rear Naked Choke,1,7:57,John McCarthy
183,UFC 18: The Road to the Heavyweight Title,"January 08, 1999","New Orleans, Louisiana, USA",Lightweight Bout,Mikey Burnett,Decision - Unanimous,,2,3:00,Tony Mullinax
184,UFC 18: The Road to the Heavyweight Title,"January 08, 1999","New Orleans, Louisiana, USA",Middleweight Bout,Tito Ortiz,TKO - Doctor's Stoppage,Facial Cut,2,2:31,John McCarthy
185,UFC 18: The Road to the Heavyweight Title,"January 08, 1999","New Orleans, Louisiana, USA",Heavyweight Bout,Pedro Rizzo,Decision - Split,,2,3:00,John McCarthy
186,UFC 18: The Road to the Heavyweight Title,"January 08, 1999","New Orleans, Louisiana, USA",UFC Welterweight Title Bout,Pat Miletich,Decision - Unanimous,,3,3:00,John McCarthy
187,UFC 18: The Road to the Heavyweight Title,"January 08, 1999","New Orleans, Louisiana, USA",Heavyweight Bout,Bas Rutten,KO/TKO,Punches to Head At Distance,2,2:15,John McCarthy
188,UFC 19: Ultimate Young Guns,"March 05, 1999","Bay St. Louis, Mississippi, USA",Heavyweight Bout,Sione Latu,TKO - Doctor's Stoppage,Facial Cuts,1,10:01,Tony Mullinax
189,UFC 19: Ultimate Young Guns,"March 05, 1999","Bay St. Louis, Mississippi, USA",Heavyweight Bout,Pete Williams,Submission,Kneebar From Half Guard,1,1:56,Tony Mullinax
190,UFC 19: Ultimate Young Guns,"March 05, 1999","Bay St. Louis, Mississippi, USA",Middleweight Bout,Evan Tanner,KO/TKO,Elbows to Head From Mount,1,2:58,John McCarthy
191,UFC 19: Ultimate Young Guns,"March 05, 1999","Bay St. Louis, Mississippi, USA",Heavyweight Bout,Kevin Randleman,Decision - Unanimous,,2,3:00,John McCarthy
192,UFC 19: Ultimate Young Guns,"March 05, 1999","Bay St. Louis, Mississippi, USA",Middleweight Bout,Jeremy Horn,Submission,"Arm Triangle From Half Guard
      Technical Submission",1,12:00,John McCarthy
193,UFC 19: Ultimate Young Guns,"March 05, 1999","Bay St. Louis, Mississippi, USA",Heavyweight Bout,Gary Goodridge,KO/TKO,"Punches to Head At Distance
      Submission to Strikes",1,0:43,John McCarthy
194,UFC 19: Ultimate Young Guns,"March 05, 1999","Bay St. Louis, Mississippi, USA",Middleweight Bout,Tito Ortiz,KO/TKO,Punches to Head On Ground,1,9:56,John McCarthy
195,UFC 20: Battle for the Gold,"May 07, 1999","Birmingham, Alabama, USA",Heavyweight Bout,Ron Waterman,KO/TKO,Punches to Head From Half Guard,1,0:28,John McCarthy
196,UFC 20: Battle for the Gold,"May 07, 1999","Birmingham, Alabama, USA",Lightweight Bout,Laverne Clark,TKO - Doctor's Stoppage,Facial Cut,1,1:21,Mario Yamasaki
197,UFC 20: Battle for the Gold,"May 07, 1999","Birmingham, Alabama, USA",Lightweight Bout,Marcelo Mello,KO/TKO,Elbows to Head From Back Control,1,1:23,John McCarthy
198,UFC 20: Battle for the Gold,"May 07, 1999","Birmingham, Alabama, USA",Middleweight Bout,Wanderlei Silva,KO/TKO,Knees to Head In Clinch,1,2:53,Mario Yamasaki
199,UFC 20: Battle for the Gold,"May 07, 1999","Birmingham, Alabama, USA",Heavyweight Bout,Pete Williams,Submission,Armbar From Bottom Guard,1,6:28,John McCarthy
200,UFC 20: Battle for the Gold,"May 07, 1999","Birmingham, Alabama, USA",Heavyweight Bout,Pedro Rizzo,KO/TKO,Punch to Head At Distance,1,4:30,John McCarthy
201,UFC 20: Battle for the Gold,"May 07, 1999","Birmingham, Alabama, USA",UFC Heavyweight Title Bout,Bas Rutten,Decision - Split,,3,3:00,John McCarthy
202,UFC 21: Return of the Champions,"July 16, 1999","Cedar Rapids, Iowa, USA",Heavyweight Bout,Travis Fulton,Decision - Unanimous,,2,5:00,John McCarthy
203,UFC 21: Return of the Champions,"July 16, 1999","Cedar Rapids, Iowa, USA",Heavyweight Bout,Andre Roberts,KO/TKO,Punch to Head At Distance,1,2:51,John McCarthy
204,UFC 21: Return of the Champions,"July 16, 1999","Cedar Rapids, Iowa, USA",Middleweight Bout,Eugene Jackson,KO/TKO,Punch to Head At Distance,2,1:19,John McCarthy
205,UFC 21: Return of the Champions,"July 16, 1999","Cedar Rapids, Iowa, USA",Heavyweight Bout,Tsuyoshi Kohsaka,KO/TKO,"to    
      Corner Stoppage",2,5:00,John McCarthy
206,UFC 21: Return of the Champions,"July 16, 1999","Cedar Rapids, Iowa, USA",Middleweight Bout,Paul Jones,Submission,Rear Naked Choke,1,4:20,Mario Yamasaki
207,UFC 21: Return of the Champions,"July 16, 1999","Cedar Rapids, Iowa, USA",Middleweight Bout,Jeremy Horn,KO/TKO,Elbows to Head From Mount,1,4:41,Mario Yamasaki
208,UFC 21: Return of the Champions,"July 16, 1999","Cedar Rapids, Iowa, USA",UFC Welterweight Title Bout,Pat Miletich,TKO - Doctor's Stoppage,Facial Cut,2,1:34,John McCarthy
209,UFC 21: Return of the Champions,"July 16, 1999","Cedar Rapids, Iowa, USA",Heavyweight Bout,Maurice Smith,KO/TKO,"to    
      Knee Injury",1,5:00,John McCarthy
210,UFC 22: Only One Can be Champion,"September 24, 1999","Lake Charles, Louisiana, USA",Lightweight Bout,Draw,Decision - Majority,,2,5:00,
211,UFC 22: Only One Can be Champion,"September 24, 1999","Lake Charles, Louisiana, USA",Middleweight Bout,John Lewis,KO/TKO,"to    
      Corner Stoppage",3,0:13,John McCarthy
212,UFC 22: Only One Can be Champion,"September 24, 1999","Lake Charles, Louisiana, USA",Lightweight Bout,Matt Hughes,Decision - Unanimous,,3,5:00,John McCarthy
213,UFC 22: Only One Can be Champion,"September 24, 1999","Lake Charles, Louisiana, USA",Middleweight Bout,Chuck Liddell,TKO - Doctor's Stoppage,Facial Cut,1,3:53,John McCarthy
214,UFC 22: Only One Can be Champion,"September 24, 1999","Lake Charles, Louisiana, USA",Heavyweight Bout,Brad Kohler,KO/TKO,Punch to Head At Distance,1,0:30,John McCarthy
215,UFC 22: Only One Can be Champion,"September 24, 1999","Lake Charles, Louisiana, USA",Heavyweight Bout,Jeremy Horn,Submission,Armbar From Bottom Guard,1,2:08,John McCarthy
216,UFC 22: Only One Can be Champion,"September 24, 1999","Lake Charles, Louisiana, USA",Heavyweight Bout,Draw,Decision - Unanimous,,3,5:00,John McCarthy
217,UFC 22: Only One Can be Champion,"September 24, 1999","Lake Charles, Louisiana, USA",UFC Light Heavyweight Title Bout,Frank Shamrock,KO/TKO,"Punches to Head On Ground
      Submission to Strikes",4,4:42,John McCarthy
218,UFC 23: Ultimate Japan 2,"November 19, 1999","Chiba, Japan",Open Weight Bout,Katsuhisa Fujii,KO/TKO,Punches to Head At Distance,2,3:12,Mario Yamasaki
219,UFC 23: Ultimate Japan 2,"November 19, 1999","Chiba, Japan",Open Weight Bout,Kenichi Yamamoto,Decision - Unanimous,,3,5:00,Mario Yamasaki
220,UFC 23: Ultimate Japan 2,"November 19, 1999","Chiba, Japan",Middleweight Bout,Eugene Jackson,KO/TKO,Punch to Head At Distance,3,3:12,John McCarthy
221,UFC 23: Ultimate Japan 2,"November 19, 1999","Chiba, Japan",Middleweight Bout,Joe Slick,KO/TKO,"to    
      Knee Injury",1,1:28,John McCarthy
222,UFC 23: Ultimate Japan 2,"November 19, 1999","Chiba, Japan",Ultimate Japan 2 Heavyweight Tournament Title Bout,Kenichi Yamamoto,Submission,Kneebar From Bottom Guard,2,4:15,John McCarthy
223,UFC 23: Ultimate Japan 2,"November 19, 1999","Chiba, Japan",Heavyweight Bout,Pedro Rizzo,KO/TKO,Punch to Head On Ground,3,1:17,John McCarthy
224,UFC 23: Ultimate Japan 2,"November 19, 1999","Chiba, Japan",UFC Heavyweight Title Bout,Kevin Randleman,Decision - Unanimous,,5,5:00,John McCarthy
225,UFC 24: First Defense,"March 10, 2000","Lake Charles, Louisiana, USA",Lightweight Bout,Shonie Carter,Decision - Unanimous,,2,5:00,Dan Severn
226,UFC 24: First Defense,"March 10, 2000","Lake Charles, Louisiana, USA",Heavyweight Bout,Scott Adams,Submission,Heel Hook On Ground,1,3:09,Dan Severn
227,UFC 24: First Defense,"March 10, 2000","Lake Charles, Louisiana, USA",Lightweight Bout,Jens Pulver,KO/TKO,Punches to Head From Mount,2,2:41,John McCarthy
228,UFC 24: First Defense,"March 10, 2000","Lake Charles, Louisiana, USA",Lightweight Bout,Bob Cook,Submission,Rear Naked Choke,2,1:29,John McCarthy
229,UFC 24: First Defense,"March 10, 2000","Lake Charles, Louisiana, USA",Lightweight Bout,Dave Menne,Decision - Unanimous,,3,5:00,John McCarthy
230,UFC 24: First Defense,"March 10, 2000","Lake Charles, Louisiana, USA",Middleweight Bout,Lance Gibson,KO/TKO,Knee to Head In Clinch,3,3:35,John McCarthy
231,UFC 24: First Defense,"March 10, 2000","Lake Charles, Louisiana, USA",Heavyweight Bout,Tedd Williams,KO/TKO,Punch to Head At Distance,1,3:23,John McCarthy
232,UFC 25: Ultimate Japan 3,"April 14, 2000","Tokyo, Japan",Lightweight Bout,Laverne Clark,Decision - Majority,,3,5:00,John McCarthy
233,UFC 25: Ultimate Japan 3,"April 14, 2000","Tokyo, Japan",Middleweight Bout,Ikuhisa Minowa,TKO - Doctor's Stoppage,Scalp Cut,3,1:54,John McCarthy
234,UFC 25: Ultimate Japan 3,"April 14, 2000","Tokyo, Japan",Heavyweight Bout,Ron Waterman,Decision - Unanimous,,3,5:00,John McCarthy
235,UFC 25: Ultimate Japan 3,"April 14, 2000","Tokyo, Japan",Middleweight Bout,Sanae Kikuta,Submission,Armbar From Half Guard,1,4:38,John McCarthy
236,UFC 25: Ultimate Japan 3,"April 14, 2000","Tokyo, Japan",Middleweight Bout,Murilo Bustamante,Submission,Arm Triangle From Side Control,2,0:31,John McCarthy
237,UFC 25: Ultimate Japan 3,"April 14, 2000","Tokyo, Japan",UFC Light Heavyweight Title Bout,Tito Ortiz,Decision - Unanimous,47 - 49.46 - 49.46 - 49.,5,5:00,John McCarthy
238,UFC 26: Ultimate Field Of Dreams,"June 09, 2000","Cedar Rapids, Iowa, USA",Welterweight Bout,Shonie Carter,Decision - Unanimous,,2,5:00,John McCarthy
239,UFC 26: Ultimate Field Of Dreams,"June 09, 2000","Cedar Rapids, Iowa, USA",Heavyweight Bout,Ian Freeman,KO/TKO,"Knees to Head On Ground
      Submission to Strikes",2,2:13,John McCarthy
240,UFC 26: Ultimate Field Of Dreams,"June 09, 2000","Cedar Rapids, Iowa, USA",Lightweight Bout,Jens Pulver,Decision - Unanimous,,3,5:00,Mario Yamasaki
241,UFC 26: Ultimate Field Of Dreams,"June 09, 2000","Cedar Rapids, Iowa, USA",Welterweight Bout,Matt Hughes,TKO - Doctor's Stoppage,Facial Cut,1,4:34,Mario Yamasaki
242,UFC 26: Ultimate Field Of Dreams,"June 09, 2000","Cedar Rapids, Iowa, USA",Middleweight Bout,Amaury Bitetti,DQ,Kicking with Shoes by Andrade,2,0:43,John McCarthy
243,UFC 26: Ultimate Field Of Dreams,"June 09, 2000","Cedar Rapids, Iowa, USA",UFC Welterweight Title Bout,Pat Miletich,Submission,Armbar From Mount,2,1:43,John McCarthy
244,UFC 26: Ultimate Field Of Dreams,"June 09, 2000","Cedar Rapids, Iowa, USA",Middleweight Bout,Tyrone Roberts,Decision - Unanimous,,3,5:00,John McCarthy
245,UFC 26: Ultimate Field Of Dreams,"June 09, 2000","Cedar Rapids, Iowa, USA",UFC Heavyweight Title Bout,Kevin Randleman,Decision - Unanimous,,5,5:00,John McCarthy
246,UFC 27: Ultimate Bad Boyz,"September 22, 2000","New Orleans, Louisiana, USA",Welterweight Bout,Draw,Decision - Unanimous,,2,5:00,Mario Yamasaki
247,UFC 27: Ultimate Bad Boyz,"September 22, 2000","New Orleans, Louisiana, USA",Heavyweight Bout,Jeff Monson,Decision - Unanimous,,2,5:00,Mario Yamasaki
248,UFC 27: Ultimate Bad Boyz,"September 22, 2000","New Orleans, Louisiana, USA",Heavyweight Bout,Ian Freeman,Decision - Unanimous,,3,5:00,John McCarthy
249,UFC 27: Ultimate Bad Boyz,"September 22, 2000","New Orleans, Louisiana, USA",Middleweight Bout,Yuki Kondo,KO/TKO,Flying Knee Head,3,2:28,John McCarthy
250,UFC 27: Ultimate Bad Boyz,"September 22, 2000","New Orleans, Louisiana, USA",Welterweight Bout,Fabiano Iha,Submission,Armbar From Side Control,1,1:10,Mario Yamasaki
251,UFC 27: Ultimate Bad Boyz,"September 22, 2000","New Orleans, Louisiana, USA",Middleweight Bout,Jeremy Horn,Submission,Armbar From Side Control,1,4:32,Mario Yamasaki
252,UFC 27: Ultimate Bad Boyz,"September 22, 2000","New Orleans, Louisiana, USA",Heavyweight Bout,Maurice Smith,Decision - Split,,3,5:00,John McCarthy
253,UFC 27: Ultimate Bad Boyz,"September 22, 2000","New Orleans, Louisiana, USA",Heavyweight Bout,Pedro Rizzo,KO/TKO,"Kicks to Leg At Distance
      Submission to Strikes",1,1:33,John McCarthy
254,UFC 28: High Stakes,"November 17, 2000","Atlantic City, New Jersey, USA",Welterweight Bout,Ben Earwood,Decision - Unanimous,,2,5:00,Mario Yamasaki
255,UFC 28: High Stakes,"November 17, 2000","Atlantic City, New Jersey, USA",Middleweight Bout,Mark Hughes,Decision - Unanimous,,2,5:00,Mario Yamasaki
256,UFC 28: High Stakes,"November 17, 2000","Atlantic City, New Jersey, USA",Lightweight Bout,Jens Pulver,KO/TKO,Punch to Head At Distance,1,0:15,Mario Yamasaki
257,UFC 28: High Stakes,"November 17, 2000","Atlantic City, New Jersey, USA",Heavyweight Bout,Andrei Arlovski,Submission,Armbar On Ground,1,0:55,John McCarthy
258,UFC 28: High Stakes,"November 17, 2000","Atlantic City, New Jersey, USA",Super Heavyweight Bout,Josh Barnett,KO/TKO,Elbows to Head From Mount,2,4:34,John McCarthy
259,UFC 28: High Stakes,"November 17, 2000","Atlantic City, New Jersey, USA",Heavyweight Bout,Renato Sobral,Decision - Majority,,3,5:00,John McCarthy
260,UFC 28: High Stakes,"November 17, 2000","Atlantic City, New Jersey, USA",UFC Heavyweight Title Bout,Randy Couture,KO/TKO,Punches to Head From Mount,3,4:13,John McCarthy
261,UFC 29: Defense of the Belts,"December 16, 2000","Tokyo, Japan",Middleweight Bout,Chuck Liddell,Decision - Unanimous,,3,5:00,Mario Yamasaki
262,UFC 29: Defense of the Belts,"December 16, 2000","Tokyo, Japan",Welterweight Bout,Dennis Hallman,Submission,Armbar From Bottom Guard,1,0:20,Mario Yamasaki
263,UFC 29: Defense of the Belts,"December 16, 2000","Tokyo, Japan",Middleweight Bout,Evan Tanner,KO/TKO,Punches to Head From Mount,1,4:58,Mario Yamasaki
264,UFC 29: Defense of the Belts,"December 16, 2000","Tokyo, Japan",Welterweight Bout,Fabiano Iha,KO/TKO,Punches to Head On Ground,1,2:24,John McCarthy
265,UFC 29: Defense of the Belts,"December 16, 2000","Tokyo, Japan",Middleweight Bout,Matt Lindland,KO/TKO,Punches to Head From Mount,1,2:58,John McCarthy
266,UFC 29: Defense of the Belts,"December 16, 2000","Tokyo, Japan",UFC Welterweight Title Bout,Pat Miletich,Submission,Guillotine Choke From Front Headlock,2,1:58,John McCarthy
267,UFC 29: Defense of the Belts,"December 16, 2000","Tokyo, Japan",UFC Light Heavyweight Title Bout,Tito Ortiz,Submission,Neck Crank From Side Control,1,1:52,John McCarthy
268,UFC 30: Battle on the Boardwalk,"February 23, 2001","Atlantic City, New Jersey, USA",Welterweight Bout,Sean Sherk,Submission,"Injury  
      Shoulder Injury",2,4:47,Mason White
269,UFC 30: Battle on the Boardwalk,"February 23, 2001","Atlantic City, New Jersey, USA",Middleweight Bout,Phil Baroni,Decision - Unanimous,,2,5:00,Mason White
270,UFC 30: Battle on the Boardwalk,"February 23, 2001","Atlantic City, New Jersey, USA",Heavyweight Bout,Draw,Overturned,Failed Drug Test by Hoffman,1,3:27,John McCarthy
271,UFC 30: Battle on the Boardwalk,"February 23, 2001","Atlantic City, New Jersey, USA",Heavyweight Bout,Pedro Rizzo,KO/TKO,Punch to Head At Distance,2,4:21,Mario Yamasaki
272,UFC 30: Battle on the Boardwalk,"February 23, 2001","Atlantic City, New Jersey, USA",Middleweight Bout,Elvis Sinosic,Submission,Triangle Choke From Bottom Guard,1,2:52,Mario Yamasaki
273,UFC 30: Battle on the Boardwalk,"February 23, 2001","Atlantic City, New Jersey, USA",Welterweight Bout,Fabiano Iha,Submission,Armbar From Side Control,1,1:40,Mario Yamasaki
274,UFC 30: Battle on the Boardwalk,"February 23, 2001","Atlantic City, New Jersey, USA",UFC Lightweight Title Bout,Jens Pulver,Decision - Unanimous,,5,5:00,John McCarthy
275,UFC 30: Battle on the Boardwalk,"February 23, 2001","Atlantic City, New Jersey, USA",UFC Light Heavyweight Title Bout,Tito Ortiz,KO/TKO,Slam to   On Ground,1,0:32,John McCarthy
276,UFC 31: Locked and Loaded,"May 04, 2001","Atlantic City, New Jersey, USA",Welterweight Bout,Tony DeSouza,Decision - Unanimous,Eddie Andujar27 - 30.Doug Crosby28 - 29.Michael Depasquale28 - 29.,3,5:00,Mario Yamasaki
