fight_id,fighter_id,round,kd,sig_str,total_str,td,sub_att,reversals,ctr_time,head,body,leg,distance,clinch,ground
8299,1117,3,0,6 of 17,17 of 35,2 of 2,1,0,2:43,4 of 14,2 of 3,0 of 0,4 of 15,0 of 0,2 of 2
8299,2955,1,0,17 of 32,26 of 44,1 of 1,0,1,0:46,10 of 21,0 of 2,7 of 9,12 of 27,0 of 0,5 of 5
8299,2955,2,0,12 of 25,15 of 28,0 of 0,0,0,0:23,7 of 19,2 of 3,3 of 3,11 of 24,1 of 1,0 of 0
8299,2955,3,0,6 of 17,6 of 17,0 of 1,0,0,0:00,3 of 13,2 of 2,1 of 2,6 of 17,0 of 0,0 of 0
8300,985,1,0,10 of 31,13 of 34,0 of 0,0,0,0:45,5 of 25,0 of 1,5 of 5,9 of 30,1 of 1,0 of 0
8300,985,2,0,20 of 52,20 of 52,0 of 0,0,0,0:00,15 of 42,3 of 7,2 of 3,19 of 49,1 of 3,0 of 0
8300,985,3,0,4 of 16,4 of 16,0 of 1,0,0,0:00,3 of 13,1 of 3,0 of 0,4 of 15,0 of 1,0 of 0
8300,985,4,0,2 of 8,2 of 8,0 of 0,0,0,0:00,2 of 8,0 of 0,0 of 0,2 of 7,0 of 1,0 of 0
8300,1651,1,0,19 of 37,21 of 39,2 of 4,0,0,0:50,11 of 29,1 of 1,7 of 7,16 of 34,3 of 3,0 of 0
8300,1651,2,0,44 of 73,52 of 83,3 of 3,0,0,1:47,38 of 67,2 of 2,4 of 4,22 of 47,7 of 11,15 of 15
8300,1651,3,0,18 of 27,28 of 38,3 of 3,0,0,3:28,11 of 20,2 of 2,5 of 5,5 of 13,0 of 0,13 of 14
8300,1651,4,0,10 of 15,19 of 27,1 of 1,1,0,1:43,7 of 12,1 of 1,2 of 2,5 of 8,3 of 4,2 of 3
8301,1770,1,0,18 of 27,37 of 49,0 of 1,0,0,0:23,6 of 15,10 of 10,2 of 2,13 of 21,5 of 6,0 of 0
8301,1770,2,0,10 of 29,13 of 33,0 of 0,0,1,0:41,3 of 20,7 of 9,0 of 0,9 of 27,1 of 2,0 of 0
8301,2694,1,0,10 of 24,19 of 40,2 of 3,1,0,2:55,7 of 18,3 of 6,0 of 0,4 of 16,6 of 7,0 of 1
8301,2694,2,0,19 of 39,25 of 46,0 of 2,1,0,0:43,8 of 26,10 of 12,1 of 1,14 of 31,3 of 5,2 of 3
8302,3706,1,0,10 of 30,11 of 31,0 of 1,0,0,0:00,6 of 24,3 of 5,1 of 1,10 of 30,0 of 0,0 of 0
8302,3706,2,0,9 of 18,49 of 68,1 of 2,0,0,1:24,1 of 9,5 of 6,3 of 3,6 of 15,3 of 3,0 of 0
8302,3706,3,0,7 of 22,30 of 55,0 of 0,2,1,0:59,4 of 17,1 of 3,2 of 2,6 of 21,1 of 1,0 of 0
8302,263,1,0,15 of 41,19 of 47,1 of 1,1,0,0:44,4 of 27,7 of 9,4 of 5,15 of 41,0 of 0,0 of 0
8302,263,2,0,7 of 16,23 of 34,1 of 2,0,0,2:29,4 of 12,2 of 3,1 of 1,5 of 12,2 of 3,0 of 1
8302,263,3,0,9 of 30,25 of 51,1 of 1,0,1,2:05,3 of 23,6 of 7,0 of 0,6 of 27,2 of 2,1 of 1
8303,265,1,0,24 of 36,26 of 38,0 of 0,0,0,1:26,4 of 11,13 of 17,7 of 8,18 of 30,6 of 6,0 of 0
8303,265,2,0,18 of 38,18 of 38,0 of 0,0,0,1:02,7 of 22,10 of 12,1 of 4,14 of 33,4 of 5,0 of 0
8303,265,3,0,29 of 46,29 of 46,0 of 0,0,0,1:22,15 of 31,9 of 9,5 of 6,25 of 42,4 of 4,0 of 0
8303,2055,1,0,15 of 29,68 of 89,0 of 1,0,0,0:33,8 of 18,1 of 3,6 of 8,13 of 27,2 of 2,0 of 0
8303,2055,2,0,25 of 44,50 of 75,0 of 0,0,0,1:40,19 of 37,3 of 3,3 of 4,19 of 36,6 of 8,0 of 0
8303,2055,3,0,13 of 29,29 of 45,0 of 1,0,0,0:20,8 of 23,2 of 3,3 of 3,11 of 26,2 of 3,0 of 0
8304,1720,1,0,20 of 82,20 of 82,0 of 2,0,0,0:05,7 of 62,7 of 12,6 of 8,20 of 81,0 of 1,0 of 0
8304,1650,1,1,17 of 38,18 of 39,0 of 0,0,0,0:02,14 of 35,3 of 3,0 of 0,13 of 33,0 of 0,4 of 5
8305,144,1,0,18 of 83,18 of 83,0 of 0,0,0,0:00,13 of 75,2 of 3,3 of 5,17 of 82,1 of 1,0 of 0
8305,144,2,0,15 of 63,22 of 72,0 of 1,0,0,0:12,11 of 55,0 of 3,4 of 5,14 of 60,1 of 3,0 of 0
8305,144,3,0,57 of 141,57 of 142,0 of 0,0,0,0:05,34 of 112,19 of 25,4 of 4,56 of 137,1 of 4,0 of 0
8305,1401,1,0,40 of 71,41 of 72,0 of 3,0,0,0:00,31 of 62,6 of 6,3 of 3,39 of 70,1 of 1,0 of 0
8305,1401,2,0,31 of 50,40 of 59,1 of 5,0,0,1:31,26 of 45,4 of 4,1 of 1,23 of 40,6 of 8,2 of 2
8305,1401,3,0,36 of 92,38 of 95,0 of 6,0,0,0:02,34 of 88,2 of 4,0 of 0,32 of 85,4 of 7,0 of 0
8306,2556,1,0,3 of 16,3 of 16,0 of 3,0,0,0:00,2 of 14,0 of 0,1 of 2,3 of 16,0 of 0,0 of 0
8306,2921,1,1,23 of 51,23 of 51,0 of 0,0,0,0:22,18 of 46,5 of 5,0 of 0,11 of 31,0 of 0,12 of 20
8307,3908,1,0,19 of 37,28 of 48,2 of 7,0,0,1:55,9 of 24,6 of 9,4 of 4,17 of 34,2 of 3,0 of 0
8307,3908,2,0,17 of 25,31 of 41,0 of 0,1,0,1:24,14 of 22,1 of 1,2 of 2,5 of 8,0 of 0,12 of 17
8307,2867,1,0,18 of 49,20 of 51,0 of 1,0,0,0:17,16 of 47,2 of 2,0 of 0,15 of 41,3 of 8,0 of 0
8307,2867,2,0,4 of 7,4 of 7,0 of 0,0,0,0:00,1 of 4,3 of 3,0 of 0,3 of 6,1 of 1,0 of 0
8308,1090,1,0,16 of 40,24 of 50,1 of 1,0,0,0:49,9 of 24,1 of 8,6 of 8,15 of 39,0 of 0,1 of 1
8308,1090,2,0,11 of 31,18 of 38,1 of 2,2,0,1:05,9 of 19,1 of 10,1 of 2,11 of 30,0 of 0,0 of 1
8308,193,1,0,11 of 45,20 of 54,0 of 0,0,0,0:01,8 of 40,3 of 5,0 of 0,11 of 45,0 of 0,0 of 0
8308,193,2,0,10 of 42,18 of 50,0 of 0,0,0,0:00,9 of 39,0 of 2,1 of 1,10 of 42,0 of 0,0 of 0
8309,587,1,0,2 of 16,10 of 24,0 of 3,0,0,2:10,0 of 14,1 of 1,1 of 1,2 of 16,0 of 0,0 of 0
8309,587,2,0,10 of 25,12 of 27,1 of 3,0,0,1:56,3 of 16,3 of 5,4 of 4,7 of 21,3 of 4,0 of 0
8309,587,3,0,8 of 16,24 of 37,1 of 1,0,0,4:08,7 of 15,0 of 0,1 of 1,2 of 8,0 of 0,6 of 8
8309,2985,1,0,11 of 20,11 of 21,0 of 1,0,0,0:00,5 of 14,5 of 5,1 of 1,10 of 19,1 of 1,0 of 0
8309,2985,2,0,11 of 20,12 of 21,0 of 0,0,0,0:01,9 of 18,2 of 2,0 of 0,10 of 19,1 of 1,0 of 0
8309,2985,3,0,7 of 15,13 of 22,0 of 0,0,0,0:00,5 of 13,1 of 1,1 of 1,7 of 15,0 of 0,0 of 0
8310,2814,1,0,25 of 49,26 of 50,0 of 1,0,0,0:15,16 of 38,4 of 6,5 of 5,23 of 45,2 of 4,0 of 0
8310,3178,1,1,32 of 60,32 of 60,0 of 0,0,0,0:00,17 of 45,8 of 8,7 of 7,32 of 58,0 of 2,0 of 0
8311,2759,1,1,8 of 16,8 of 16,0 of 0,1,0,0:00,4 of 9,4 of 6,0 of 1,6 of 14,1 of 1,1 of 1
8311,3135,1,0,13 of 29,13 of 30,2 of 3,0,0,2:01,7 of 23,5 of 5,1 of 1,7 of 21,3 of 5,3 of 3
8312,1021,1,0,0 of 0,3 of 3,0 of 0,0,0,0:00,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
8312,1021,2,0,0 of 2,6 of 10,0 of 0,0,0,0:00,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
8312,1021,3,0,1 of 2,9 of 10,0 of 0,0,0,0:00,1 of 1,0 of 1,0 of 0,1 of 2,0 of 0,0 of 0
8312,1021,4,0,2 of 5,8 of 13,0 of 0,0,0,0:00,1 of 4,1 of 1,0 of 0,2 of 5,0 of 0,0 of 0
8312,1021,5,0,10 of 20,19 of 32,1 of 1,1,0,0:53,8 of 17,1 of 2,1 of 1,7 of 16,0 of 0,3 of 4
8312,678,1,0,1 of 2,131 of 137,1 of 1,0,0,4:47,1 of 1,0 of 1,0 of 0,0 of 1,0 of 0,1 of 1
8312,678,2,0,4 of 5,79 of 81,2 of 2,0,0,4:47,0 of 0,1 of 2,3 of 3,0 of 1,0 of 0,4 of 4
8312,678,3,0,19 of 22,156 of 164,3 of 3,0,0,4:46,19 of 22,0 of 0,0 of 0,0 of 0,0 of 0,19 of 22
8312,678,4,0,4 of 6,76 of 85,3 of 5,0,0,4:26,2 of 4,1 of 1,1 of 1,4 of 6,0 of 0,0 of 0
8312,678,5,0,9 of 12,87 of 100,3 of 6,0,0,2:54,6 of 9,1 of 1,2 of 2,8 of 11,0 of 0,1 of 1
8313,4081,1,0,11 of 23,13 of 27,2 of 2,1,0,0:42,5 of 15,5 of 7,1 of 1,7 of 16,2 of 5,2 of 2
8313,3457,1,0,11 of 27,12 of 28,0 of 1,0,0,0:24,2 of 14,5 of 9,4 of 4,9 of 21,2 of 6,0 of 0
8314,3655,1,0,7 of 34,15 of 42,0 of 0,0,0,2:23,2 of 13,2 of 11,3 of 10,7 of 34,0 of 0,0 of 0
8314,3655,2,0,12 of 48,15 of 52,2 of 4,0,0,1:36,3 of 20,4 of 14,5 of 14,12 of 48,0 of 0,0 of 0
8314,3655,3,0,13 of 34,19 of 41,0 of 0,0,0,1:13,4 of 20,5 of 9,4 of 5,12 of 33,1 of 1,0 of 0
8314,450,1,0,5 of 17,14 of 27,0 of 0,0,0,0:00,2 of 11,1 of 4,2 of 2,4 of 15,1 of 2,0 of 0
8314,450,2,0,15 of 30,17 of 33,0 of 0,1,0,0:00,11 of 21,3 of 8,1 of 1,13 of 28,2 of 2,0 of 0
8314,450,3,0,11 of 23,31 of 47,1 of 2,0,0,1:20,6 of 18,4 of 4,1 of 1,7 of 19,4 of 4,0 of 0
8315,3564,1,1,2 of 9,3 of 10,0 of 0,2,1,1:10,1 of 4,0 of 4,1 of 1,2 of 8,0 of 0,0 of 1
8315,2884,1,0,7 of 11,13 of 19,1 of 1,0,0,0:18,1 of 3,3 of 5,3 of 3,7 of 11,0 of 0,0 of 0
8316,4356,1,0,11 of 35,11 of 35,0 of 0,0,0,0:00,6 of 18,1 of 4,4 of 13,11 of 35,0 of 0,0 of 0
8316,4356,2,0,16 of 78,18 of 80,0 of 0,0,0,0:00,9 of 57,4 of 11,3 of 10,15 of 77,1 of 1,0 of 0
8316,4356,3,0,41 of 101,52 of 114,0 of 0,0,0,0:20,38 of 94,2 of 6,1 of 1,12 of 61,29 of 40,0 of 0
8316,4401,1,0,10 of 15,12 of 17,0 of 2,0,0,0:03,6 of 10,3 of 3,1 of 2,8 of 13,2 of 2,0 of 0
8316,4401,2,0,25 of 50,25 of 52,0 of 3,0,0,0:03,18 of 42,4 of 5,3 of 3,23 of 48,2 of 2,0 of 0
8316,4401,3,0,23 of 45,29 of 51,0 of 1,0,0,0:01,20 of 42,3 of 3,0 of 0,16 of 34,7 of 11,0 of 0
8317,4389,1,2,13 of 18,17 of 23,0 of 0,0,0,0:06,10 of 15,0 of 0,3 of 3,9 of 12,2 of 3,2 of 3
8317,4320,1,0,0 of 2,0 of 2,0 of 0,0,0,0:00,0 of 1,0 of 0,0 of 1,0 of 2,0 of 0,0 of 0
8318,3079,1,0,2 of 4,2 of 4,0 of 0,0,0,0:00,0 of 1,2 of 3,0 of 0,2 of 4,0 of 0,0 of 0
8318,875,1,1,5 of 8,7 of 12,0 of 0,0,0,0:07,5 of 8,0 of 0,0 of 0,1 of 1,0 of 0,4 of 7
8319,3403,1,0,20 of 46,21 of 47,0 of 0,0,0,0:00,9 of 32,1 of 4,10 of 10,19 of 43,1 of 3,0 of 0
8319,3403,2,0,29 of 62,31 of 64,0 of 0,0,0,0:00,15 of 47,11 of 12,3 of 3,27 of 57,2 of 5,0 of 0
8319,3403,3,0,52 of 89,52 of 90,0 of 0,0,0,0:00,41 of 75,9 of 12,2 of 2,52 of 89,0 of 0,0 of 0
8319,1745,1,0,18 of 59,18 of 59,1 of 3,0,0,0:29,10 of 46,7 of 11,1 of 2,18 of 59,0 of 0,0 of 0
8319,1745,2,0,28 of 68,29 of 69,1 of 3,0,0,0:33,13 of 48,14 of 19,1 of 1,25 of 62,3 of 6,0 of 0
8319,1745,3,0,29 of 99,30 of 100,0 of 6,0,0,0:00,20 of 75,9 of 24,0 of 0,28 of 94,1 of 4,0 of 1
8320,1888,1,0,14 of 25,14 of 25,0 of 2,0,0,0:10,3 of 11,2 of 4,9 of 10,14 of 24,0 of 1,0 of 0
8320,1888,2,1,30 of 56,38 of 64,1 of 3,0,0,0:22,15 of 38,4 of 6,11 of 12,23 of 47,4 of 5,3 of 4
8320,1978,1,0,36 of 65,37 of 66,0 of 0,0,0,0:00,17 of 37,14 of 18,5 of 10,34 of 63,2 of 2,0 of 0
8320,1978,2,0,23 of 55,23 of 55,1 of 2,1,1,0:59,15 of 46,7 of 8,1 of 1,19 of 48,4 of 7,0 of 0
8321,2379,1,0,18 of 44,21 of 48,0 of 2,0,0,0:01,5 of 29,6 of 7,7 of 8,18 of 44,0 of 0,0 of 0
8321,2379,2,0,24 of 52,27 of 55,0 of 0,0,0,0:04,18 of 45,3 of 4,3 of 3,22 of 49,2 of 3,0 of 0
8321,2379,3,0,24 of 54,31 of 63,0 of 5,0,0,0:07,19 of 44,3 of 7,2 of 3,20 of 50,4 of 4,0 of 0
8321,4408,1,0,31 of 53,34 of 56,1 of 1,0,0,1:13,9 of 25,9 of 13,13 of 15,27 of 49,4 of 4,0 of 0
8321,4408,2,0,45 of 78,49 of 83,1 of 3,0,0,1:08,32 of 59,7 of 10,6 of 9,43 of 75,1 of 2,1 of 1
8321,4408,3,0,36 of 69,48 of 82,1 of 2,0,0,1:30,23 of 54,7 of 9,6 of 6,33 of 65,3 of 4,0 of 0
8322,3939,1,0,27 of 38,31 of 42,1 of 3,0,0,3:11,25 of 35,2 of 3,0 of 0,2 of 3,0 of 0,25 of 35
8322,811,1,0,2 of 3,11 of 12,0 of 1,0,0,0:08,1 of 1,1 of 1,0 of 1,2 of 3,0 of 0,0 of 0
8323,3905,1,0,17 of 35,17 of 35,0 of 0,0,0,0:00,6 of 15,3 of 9,8 of 11,16 of 34,1 of 1,0 of 0
8323,3905,2,0,32 of 47,36 of 51,0 of 3,0,0,0:17,14 of 25,7 of 8,11 of 14,30 of 44,2 of 3,0 of 0
8323,3905,3,0,24 of 47,38 of 64,0 of 2,0,0,0:00,13 of 35,7 of 8,4 of 4,21 of 43,3 of 4,0 of 0
8323,414,1,0,3 of 13,3 of 13,0 of 1,0,0,1:00,1 of 8,2 of 2,0 of 3,1 of 11,2 of 2,0 of 0
8323,414,2,0,9 of 20,15 of 26,0 of 1,0,0,0:49,4 of 14,2 of 3,3 of 3,7 of 17,2 of 3,0 of 0
8323,414,3,0,4 of 11,5 of 12,0 of 3,0,0,1:40,2 of 8,1 of 2,1 of 1,2 of 9,2 of 2,0 of 0
8324,3044,1,0,9 of 28,11 of 31,0 of 1,0,0,0:06,6 of 24,1 of 1,2 of 3,8 of 26,1 of 2,0 of 0
8324,3044,2,0,22 of 43,22 of 43,0 of 0,0,0,0:00,13 of 32,5 of 7,4 of 4,22 of 43,0 of 0,0 of 0
8324,3044,3,0,30 of 62,30 of 62,0 of 2,0,0,0:02,16 of 48,6 of 6,8 of 8,30 of 62,0 of 0,0 of 0
8324,772,1,0,11 of 34,11 of 34,0 of 0,0,0,0:00,5 of 20,1 of 4,5 of 10,11 of 31,0 of 3,0 of 0
8324,772,2,0,20 of 37,20 of 37,0 of 0,0,0,0:00,15 of 32,2 of 2,3 of 3,20 of 37,0 of 0,0 of 0
8324,772,3,0,14 of 46,14 of 46,0 of 0,0,0,0:00,7 of 36,1 of 4,6 of 6,14 of 46,0 of 0,0 of 0
8325,2950,1,0,2 of 28,2 of 28,0 of 0,0,0,0:00,2 of 25,0 of 2,0 of 1,2 of 28,0 of 0,0 of 0
8325,2950,2,0,9 of 40,9 of 40,0 of 0,0,0,0:00,5 of 33,4 of 6,0 of 1,9 of 40,0 of 0,0 of 0
8325,2950,3,0,21 of 42,21 of 42,0 of 1,0,0,0:00,8 of 27,8 of 10,5 of 5,21 of 42,0 of 0,0 of 0
8325,2950,4,0,13 of 37,29 of 55,0 of 0,0,0,0:02,8 of 29,5 of 8,0 of 0,12 of 36,0 of 0,1 of 1
8325,2950,5,0,10 of 27,39 of 60,0 of 1,0,0,0:06,7 of 24,3 of 3,0 of 0,10 of 27,0 of 0,0 of 0
8325,3856,1,0,27 of 44,27 of 44,0 of 0,0,0,0:00,16 of 32,3 of 4,8 of 8,27 of 44,0 of 0,0 of 0
8325,3856,2,0,13 of 54,13 of 54,0 of 0,0,0,0:00,6 of 44,1 of 4,6 of 6,12 of 53,1 of 1,0 of 0
8325,3856,3,0,35 of 52,35 of 52,0 of 1,0,0,0:00,25 of 42,2 of 2,8 of 8,34 of 51,1 of 1,0 of 0
8325,3856,4,0,25 of 39,35 of 49,1 of 1,0,0,1:36,13 of 26,9 of 10,3 of 3,16 of 30,3 of 3,6 of 6
8325,3856,5,0,24 of 38,43 of 63,2 of 4,0,0,2:19,17 of 31,6 of 6,1 of 1,11 of 20,2 of 2,11 of 16
8326,4221,1,0,9 of 22,10 of 25,0 of 2,0,0,0:39,3 of 12,1 of 5,5 of 5,7 of 18,2 of 4,0 of 0
8326,4221,2,1,41 of 45,41 of 45,0 of 0,0,0,0:41,33 of 37,0 of 0,8 of 8,8 of 8,0 of 0,33 of 37
8326,4435,1,0,12 of 30,20 of 42,0 of 0,0,0,1:21,6 of 24,5 of 5,1 of 1,7 of 22,4 of 6,1 of 2
8326,4435,2,0,8 of 17,8 of 17,0 of 0,0,0,0:00,2 of 11,1 of 1,5 of 5,8 of 17,0 of 0,0 of 0
8327,255,1,0,7 of 21,33 of 48,0 of 1,0,0,0:00,3 of 10,2 of 6,2 of 5,6 of 18,1 of 3,0 of 0
8327,255,2,0,6 of 17,9 of 20,0 of 0,0,0,0:00,2 of 10,2 of 3,2 of 4,6 of 15,0 of 0,0 of 2
8327,1753,1,0,13 of 29,45 of 65,1 of 2,0,0,4:09,11 of 27,2 of 2,0 of 0,2 of 14,2 of 3,9 of 12
8327,1753,2,0,8 of 17,10 of 19,1 of 1,1,0,1:20,8 of 16,0 of 1,0 of 0,2 of 7,1 of 2,5 of 8
8328,1531,1,0,5 of 19,5 of 19,0 of 0,0,0,0:00,4 of 18,1 of 1,0 of 0,4 of 18,1 of 1,0 of 0
8328,1163,1,0,23 of 42,23 of 42,0 of 0,0,0,0:04,19 of 38,3 of 3,1 of 1,15 of 29,8 of 11,0 of 2
8329,3970,1,0,17 of 40,25 of 49,1 of 1,0,0,1:22,12 of 34,3 of 3,2 of 3,16 of 39,1 of 1,0 of 0
8329,3970,2,0,15 of 40,15 of 40,0 of 1,0,0,0:00,3 of 23,3 of 6,9 of 11,15 of 39,0 of 1,0 of 0
8329,3970,3,0,10 of 22,10 of 22,0 of 1,0,0,0:00,2 of 12,2 of 4,6 of 6,10 of 22,0 of 0,0 of 0
8329,499,1,1,39 of 73,48 of 84,1 of 1,0,0,1:16,26 of 56,11 of 15,2 of 2,22 of 46,9 of 14,8 of 13
8329,499,2,0,9 of 28,9 of 28,0 of 0,0,0,0:03,4 of 17,3 of 7,2 of 4,9 of 28,0 of 0,0 of 0
8329,499,3,0,20 of 37,20 of 37,0 of 0,0,0,0:03,17 of 31,2 of 5,1 of 1,12 of 27,0 of 2,8 of 8
8330,3040,1,0,25 of 48,25 of 48,0 of 0,0,0,0:00,21 of 43,0 of 1,4 of 4,25 of 48,0 of 0,0 of 0
8330,4255,1,0,18 of 38,18 of 38,0 of 0,0,0,0:00,9 of 23,3 of 6,6 of 9,18 of 38,0 of 0,0 of 0
8331,1576,1,0,8 of 23,8 of 23,0 of 0,0,0,0:00,6 of 18,0 of 3,2 of 2,8 of 23,0 of 0,0 of 0
8331,1186,1,1,24 of 40,24 of 40,0 of 0,0,0,0:13,11 of 24,3 of 4,10 of 12,24 of 39,0 of 0,0 of 1
8332,4089,1,0,4 of 9,8 of 15,0 of 0,0,0,1:18,1 of 5,3 of 4,0 of 0,2 of 7,2 of 2,0 of 0
8332,923,1,1,13 of 28,15 of 30,0 of 0,0,0,0:08,13 of 28,0 of 0,0 of 0,9 of 23,0 of 0,4 of 5
8333,3919,1,0,17 of 43,21 of 49,2 of 4,0,0,3:28,14 of 38,0 of 1,3 of 4,4 of 11,0 of 0,13 of 32
8333,3299,1,0,5 of 14,11 of 22,0 of 0,0,0,0:03,2 of 10,1 of 2,2 of 2,5 of 14,0 of 0,0 of 0
8334,1421,1,0,14 of 30,17 of 33,0 of 0,0,0,0:01,2 of 10,6 of 12,6 of 8,12 of 28,2 of 2,0 of 0
8334,1421,2,0,12 of 29,22 of 39,0 of 0,0,0,0:00,6 of 19,3 of 7,3 of 3,6 of 23,6 of 6,0 of 0
8334,1421,3,0,23 of 55,27 of 60,2 of 2,0,0,0:56,11 of 40,8 of 10,4 of 5,19 of 51,4 of 4,0 of 0
8334,3437,1,0,10 of 29,12 of 31,1 of 1,0,0,1:28,2 of 17,4 of 7,4 of 5,9 of 28,1 of 1,0 of 0
8334,3437,2,0,8 of 17,23 of 32,1 of 3,0,0,2:59,3 of 10,5 of 6,0 of 1,5 of 14,3 of 3,0 of 0
8334,3437,3,0,16 of 50,19 of 53,0 of 2,0,0,0:09,9 of 35,7 of 15,0 of 0,13 of 47,3 of 3,0 of 0
8335,3777,1,0,9 of 25,13 of 29,1 of 3,0,0,2:11,9 of 22,0 of 3,0 of 0,8 of 24,1 of 1,0 of 0
8335,3777,2,0,18 of 49,19 of 52,0 of 1,0,0,0:51,16 of 46,2 of 3,0 of 0,15 of 44,3 of 5,0 of 0
8335,3777,3,1,18 of 31,20 of 33,0 of 0,0,0,0:03,15 of 26,3 of 5,0 of 0,13 of 26,1 of 1,4 of 4
8335,2532,1,0,6 of 39,15 of 53,0 of 0,0,0,0:00,6 of 38,0 of 1,0 of 0,5 of 35,1 of 4,0 of 0
8335,2532,2,0,16 of 59,20 of 64,0 of 0,0,0,0:00,10 of 53,6 of 6,0 of 0,10 of 50,6 of 9,0 of 0
8335,2532,3,0,11 of 37,13 of 39,0 of 0,0,0,0:00,11 of 37,0 of 0,0 of 0,8 of 31,3 of 6,0 of 0
8336,2917,1,1,29 of 73,31 of 75,0 of 0,0,0,0:21,21 of 61,6 of 10,2 of 2,25 of 59,0 of 0,4 of 14
8336,2917,2,0,9 of 26,9 of 26,0 of 1,0,0,0:00,5 of 15,2 of 9,2 of 2,9 of 26,0 of 0,0 of 0
8336,1910,1,1,20 of 57,25 of 62,1 of 1,1,0,2:16,17 of 51,1 of 2,2 of 4,12 of 44,2 of 3,6 of 10
8336,1910,2,0,37 of 79,42 of 85,1 of 1,0,0,1:25,35 of 77,1 of 1,1 of 1,11 of 40,0 of 0,26 of 39
8337,514,1,0,22 of 36,29 of 44,0 of 0,0,0,1:50,18 of 30,0 of 0,4 of 6,10 of 17,0 of 0,12 of 19
8337,801,1,0,6 of 14,30 of 39,0 of 2,0,0,0:45,0 of 4,2 of 3,4 of 7,5 of 13,1 of 1,0 of 0
8338,3465,1,0,6 of 18,19 of 32,2 of 5,0,0,3:04,2 of 12,4 of 6,0 of 0,4 of 14,2 of 2,0 of 2
8338,3465,2,0,11 of 20,18 of 29,1 of 5,1,0,1:34,7 of 14,4 of 6,0 of 0,5 of 12,1 of 1,5 of 7
8338,3439,1,0,1 of 6,1 of 6,0 of 0,0,0,0:16,0 of 4,1 of 2,0 of 0,1 of 6,0 of 0,0 of 0
8338,3439,2,0,4 of 11,5 of 12,0 of 0,0,0,0:18,4 of 10,0 of 1,0 of 0,4 of 11,0 of 0,0 of 0
8339,1780,1,0,10 of 18,15 of 23,0 of 0,0,0,0:00,3 of 6,3 of 5,4 of 7,9 of 17,1 of 1,0 of 0
8339,1780,2,0,13 of 26,13 of 26,0 of 0,0,0,0:00,9 of 20,3 of 4,1 of 2,13 of 26,0 of 0,0 of 0
8339,1780,3,0,13 of 31,14 of 32,0 of 0,0,0,0:02,10 of 24,2 of 6,1 of 1,13 of 31,0 of 0,0 of 0
8339,1780,4,0,24 of 44,26 of 46,0 of 0,0,0,0:27,17 of 35,3 of 5,4 of 4,24 of 44,0 of 0,0 of 0
8339,1780,5,0,21 of 43,21 of 43,0 of 0,0,0,0:00,14 of 33,3 of 6,4 of 4,20 of 42,1 of 1,0 of 0
8339,416,1,0,6 of 22,13 of 30,0 of 2,0,0,0:51,1 of 10,4 of 8,1 of 4,3 of 19,3 of 3,0 of 0
8339,416,2,0,7 of 30,7 of 30,0 of 1,0,0,0:00,3 of 16,1 of 11,3 of 3,7 of 30,0 of 0,0 of 0
8339,416,3,0,17 of 38,21 of 42,0 of 1,0,0,0:22,8 of 22,7 of 13,2 of 3,14 of 35,3 of 3,0 of 0
8339,416,4,0,12 of 32,20 of 40,0 of 1,0,0,0:00,10 of 26,0 of 3,2 of 3,12 of 32,0 of 0,0 of 0
8339,416,5,0,24 of 44,28 of 48,0 of 0,0,0,0:07,17 of 35,2 of 3,5 of 6,23 of 43,1 of 1,0 of 0
8340,3637,1,0,10 of 36,10 of 36,1 of 4,0,0,1:02,7 of 30,3 of 6,0 of 0,7 of 33,3 of 3,0 of 0
8340,991,1,1,39 of 68,42 of 71,1 of 3,0,0,1:03,29 of 55,8 of 11,2 of 2,23 of 44,6 of 9,10 of 15
8341,3280,1,0,11 of 40,15 of 44,0 of 4,0,0,0:21,6 of 28,2 of 4,3 of 8,10 of 39,1 of 1,0 of 0
8341,3280,2,0,20 of 62,31 of 77,0 of 0,1,0,1:07,16 of 55,1 of 3,3 of 4,20 of 62,0 of 0,0 of 0
8341,3280,3,0,14 of 64,14 of 64,0 of 1,0,0,0:17,9 of 53,3 of 7,2 of 4,13 of 62,1 of 2,0 of 0
8341,3083,1,0,14 of 41,14 of 41,0 of 0,0,0,0:00,7 of 31,7 of 9,0 of 1,12 of 39,2 of 2,0 of 0
8341,3083,2,0,10 of 42,10 of 42,0 of 1,0,0,0:00,9 of 39,0 of 2,1 of 1,10 of 42,0 of 0,0 of 0
8341,3083,3,0,13 of 34,19 of 40,0 of 2,0,0,0:19,13 of 33,0 of 1,0 of 0,13 of 34,0 of 0,0 of 0
8342,783,1,0,10 of 48,10 of 48,0 of 2,0,0,0:01,5 of 30,1 of 6,4 of 12,10 of 48,0 of 0,0 of 0
8342,783,2,0,1 of 4,3 of 7,1 of 1,2,0,1:23,1 of 4,0 of 0,0 of 0,1 of 4,0 of 0,0 of 0
8342,783,3,0,1 of 4,1 of 4,0 of 1,0,0,0:00,1 of 3,0 of 0,0 of 1,1 of 4,0 of 0,0 of 0
8342,765,1,0,20 of 57,20 of 57,0 of 0,0,0,0:00,14 of 49,0 of 2,6 of 6,20 of 57,0 of 0,0 of 0
