"fight_id","event_name","fight_date","weight_class","title_bout","winner","win_method","f1_fighter_id","f1_name","f1_height","f1_weight","f1_reach","f1_stance","f1_dob","f1_wins","f1_losses","f1_draws","f1_slpm","f1_str_acc","f1_sapm","f1_str_def","f1_td_avg","f1_td_acc","f1_td_def","f1_sub_avg","f2_fighter_id","f2_name","f2_height","f2_weight","f2_reach","f2_stance","f2_dob","f2_wins","f2_losses","f2_draws","f2_slpm","f2_str_acc","f2_sapm","f2_str_def","f2_td_avg","f2_td_acc","f2_td_def","f2_sub_avg"
2302,"UFC 160: Velasquez vs Silva 2","2013-05-25","Bantamweight Bout",False,"George Roop","KO/TKO",434,"Brian Bowles",67,135,70,"Orthodox","1980-06-22","2","1","0","2.4448897795591182","0.28372093023255813953","2.6853707414829659","0.66331658291457286432","1.20240480961923847695","1.00000000000000000000","0.00000000000000000000","0.60120240480961923855",3405,"George Roop",73,135,72,"Orthodox","1981-11-10","3","5","0","3.3015160022459293","0.36842105263157894737","2.1448624368332398","0.50389610389610389610","0.84222346996069623810","0.62500000000000000000","0.59183673469387755102","0.16844469399213924765"
2303,"UFC 160: Velasquez vs Silva 2","2013-05-25","Welterweight Bout",False,"Stephen Thompson","Decision - Unanimous",529,"Nah-Shon Burrell",71,170,0,"Orthodox","1990-02-05","1","0","0","8.0666666666666667","0.56018518518518518519","3.2000000000000000","0.57142857142857142857","0.00000000000000000000",NULL,"0.50000000000000000000","1.00000000000000000005",4012,"Stephen Thompson",72,170,75,"Orthodox","1983-02-11","1","1","0","4.6313963573287077","0.52046783625730994152","2.2896790980052038","0.55555555555555555556","0.00000000000000000000",NULL,"0.61538461538461538462","0.00000000000000000000"
2304,"UFC 160: Velasquez vs Silva 2","2013-05-25","Lightweight Bout",False,"Khabib Nurmagomedov","Decision - Unanimous",2885,"Khabib Nurmagomedov",70,155,70,"Orthodox","1988-09-20","3","0","0","2.8227194492254733","0.39234449760765550239","1.4802065404475043","0.69503546099290780142","1.54905335628227194485","0.13636363636363636364","0.87500000000000000000","0.51635111876075731500",4068,"Abel Trujillo",68,155,70,"Orthodox","1983-09-18","1","0","0","6.3805970149253732","0.76000000000000000000","1.0074626865671642","0.43750000000000000000","1.67910447761194030470","1.00000000000000000000","0.80000000000000000000","3.35820895522388060955"
2305,"UFC 160: Velasquez vs Silva 2","2013-05-25","Welterweight Bout",False,"Robert Whittaker","KO/TKO",3756,"Colton Smith",72,155,71,"Orthodox","1987-08-14","1","0","0","1.00000000000000000000","0.83333333333333333333","0.60000000000000000000","0.40000000000000000000","7.00000000000000000005","0.43750000000000000000",NULL,"1.00000000000000000005",4292,"Robert Whittaker",72,185,73,"Orthodox","1990-12-20","1","0","0","5.5333333333333333","0.41089108910891089109","3.6666666666666667","0.67836257309941520468","0.00000000000000000000",NULL,"0.80000000000000000000","0.00000000000000000000"
2306,"UFC 160: Velasquez vs Silva 2","2013-05-25","Featherweight Bout",False,"Dennis Bermudez","Decision - Split",343,"Dennis Bermudez",66,155,66,"Orthodox","1986-12-13","3","1","0","5.1053074978938500","0.50626566416040100251","3.3866891322662174","0.53310104529616724739","3.79106992417860151320","0.47619047619047619048","0.88888888888888888889","1.89553496208930075660",1698,"Max Holloway",71,155,69,"Orthodox","1991-12-04","3","1","0","6.4351851851851852","0.40173410404624277457","3.6805555555555556","0.72680412371134020619","0.00000000000000000000",NULL,"0.85714285714285714286","0.00000000000000000000"
2307,"UFC 160: Velasquez vs Silva 2","2013-05-25","Welterweight Bout",False,"Mike Pyle","Decision - Split",3203,"Mike Pyle",72,170,74,"Orthodox","1975-09-18","7","3","0","2.4495058014611087","0.44083526682134570766","2.5655350236355823","0.61132812500000000000","2.12720240653201546965","0.33333333333333333333","0.77777777777777777778","1.54705629565964761425",3875,"Rick Story",69,170,71,"Southpaw","1984-08-28","8","4","0","3.3409832105326730","0.39435414884516680924","1.7393405000603938","0.69151670951156812339","3.26126343761323831455","0.52631578947368421053","0.59016393442622950820","1.41321415629906993630"
2308,"UFC 160: Velasquez vs Silva 2","2013-05-25","Lightweight Bout",False,"Donald Cerrone","Decision - Unanimous",653,"Donald Cerrone",73,155,73,"Orthodox","1983-03-29","6","2","0","5.6002115282919090","0.50645624103299856528","6.3775780010576415","0.47382198952879581152","0.95187731359069275420","0.50000000000000000000","0.92857142857142857143","0.47593865679534637710",2869,"KJ Noons",70,155,70,"Orthodox","1982-12-07","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2309,"UFC 160: Velasquez vs Silva 2","2013-05-25","Lightweight Bout",False,"TJ Grant","KO/TKO",1478,"TJ Grant",70,155,72,"Orthodox","1984-02-26","7","3","0","3.8110236220472441","0.54260089686098654709","3.1653543307086614","0.56959314775160599572","1.65354330708661417320","0.43750000000000000000","0.36842105263157894737","0.59055118110236220465",2494,"Gray Maynard",69,155,70,"Orthodox","1979-05-09","9","1","2","2.04785754034501947691","0.30514096185737976783","2.23706176961602671119","0.72671651937457511897","2.58764607679465776300","0.48437500000000000000","0.86363636363636363636","0.75125208681135225375"
2310,"UFC 160: Velasquez vs Silva 2","2013-05-25","Light Heavyweight Bout",False,"Glover Teixeira","Submission",3979,"James Te Huna",74,185,75,"Orthodox","1981-09-29","5","1","0","4.44881889763779528143","0.53051643192488262911","2.67716535433070866493","0.66666666666666666667","3.24803149606299213030","0.39285714285714285714","0.69230769230769230769","0.29527559055118110270",3982,"Glover Teixeira",74,205,76,"Orthodox","1979-10-28","3","0","0","6.6955982641041538","0.50847457627118644068","2.5294482331060136","0.69642857142857142857","4.46373217606943583945","1.00000000000000000000","1.00000000000000000000","1.11593304401735895990"
2311,"UFC 160: Velasquez vs Silva 2","2013-05-25","Heavyweight Bout",False,"Junior Dos Santos","KO/TKO",996,"Junior Dos Santos",76,238,77,"Orthodox","1984-01-30","9","1","0","5.51056685759431166857","0.48286604361370716511","2.78491013233260912282","0.57657657657657657658","0.53328066363815919375","0.60000000000000000000","0.74000000000000000000","0.00000000000000000000",1760,"Mark Hunt",70,265,72,"Orthodox","1974-03-23","4","1","0","3.2742155525238745","0.49180327868852459016","1.5552523874488404","0.66470588235294117647","1.63710777626193724860","0.57142857142857142857","0.85000000000000000000","0.40927694406548431215"
2312,"UFC 160: Velasquez vs Silva 2","2013-05-25","UFC Heavyweight Title Bout",True,"Cain Velasquez","KO/TKO",3689,"Antonio Silva",76,264,82,"Orthodox","1979-09-14","2","1","0","2.1183206106870229","0.52857142857142857143","4.9809160305343511","0.37857142857142857143","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000",4155,"Cain Velasquez",73,240,77,"Orthodox","1982-07-28","9","1","0","6.3684719535783366","0.57087126137841352406","1.6102514506769826","0.61986301369863013699","5.87524177949709864030","0.47368421052631578947","0.75000000000000000000","0.43520309477756286225"
2313,"UFC on FUEL TV: Nogueira vs. Werdum","2013-06-08","Middleweight Bout",False,"Antonio Braga Neto","Submission",2825,"Antonio Braga Neto",75,185,77,"Orthodox","1987-10-29","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3755,"Anthony Smith",76,205,76,"Orthodox","1988-07-26","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2314,"UFC on FUEL TV: Nogueira vs. Werdum","2013-06-08","Middleweight Bout",False,"Caio Magalhaes","Submission",2362,"Caio Magalhaes",73,185,73,"Orthodox","1987-12-14","0","1","0","1.4666666666666667","0.23913043478260869565","2.3333333333333333","0.68468468468468468468","1.99999999999999999995","0.13333333333333333333",NULL,"0.00000000000000000000",4158,"Karlos Vemola",72,185,75,"Orthodox","1985-07-03","2","3","0","1.3108882521489971","0.39610389610389610390","2.0415472779369627","0.36666666666666666667","1.61174785100286532725","0.23809523809523809524","0.28571428571428571429","1.93409742120343839270"
2315,"UFC on FUEL TV: Nogueira vs. Werdum","2013-06-08","Featherweight Bout",False,"Rodrigo Damm","Decision - Split",859,"Rodrigo Damm",67,155,71,"Orthodox","1980-02-03","1","1","0","3.5465116279069767","0.34078212290502793296","3.2558139534883721","0.66666666666666666667","0.00000000000000000000",NULL,NULL,"0.87209302325581395345",1684,"Mizuto Hirota",67,155,67,"Orthodox","1981-05-05","0","1","0","0.26666666666666666667","0.28571428571428571429","0.86666666666666666667","0.55172413793103448276","1.00000000000000000005","1.00000000000000000000","0.58333333333333333333","0.00000000000000000000"
2316,"UFC on FUEL TV: Nogueira vs. Werdum","2013-06-08","Welterweight Bout",False,"Ildemar Alcantara","Decision - Unanimous",58,"Ildemar Alcantara",74,185,78,"Orthodox","1982-11-18","1","0","0","3.1372549019607843","0.43636363636363636364","3.6601307189542484","0.47169811320754716981","3.92156862745098039210","0.66666666666666666667","1.00000000000000000000","5.88235294117647058830",3692,"Leandro Silva",69,155,72,"Orthodox","1985-11-11","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2317,"UFC on FUEL TV: Nogueira vs. Werdum","2013-06-08","Featherweight Bout",False,"Felipe Arantes","KO/TKO",169,"Felipe Arantes",68,135,73,"Orthodox","1988-02-09","1","1","1","2.6666666666666667","0.50632911392405063291","1.9777777777777778","0.68551236749116607774","0.66666666666666666660","1.00000000000000000000","0.41666666666666666667","0.00000000000000000000",3075,"Godofredo Pepey",67,145,73,"Orthodox","1987-07-02","1","1","0","2.2666666666666667","0.42767295597484276730","1.7666666666666667","0.51818181818181818182","0.00000000000000000000","0.00000000000000000000","0.37500000000000000000","0.49999999999999999995"
2318,"UFC on FUEL TV: Nogueira vs. Werdum","2013-06-08","Bantamweight Bout",False,"Raphael Assuncao","Submission",209,"Raphael Assuncao",65,135,66,"Orthodox","1982-07-19","3","1","0","4.1633728590250329","0.46884272997032640950","1.7654808959156785","0.75367647058823529412","1.18577075098814229255","0.21428571428571428571","1.00000000000000000000","0.00000000000000000000",2198,"Vaughan Lee",66,125,66,"Orthodox","1982-10-15","2","2","0","1.9171917191719172","0.46405228758169934641","2.1602160216021602","0.57671957671957671958","1.62016201620162016350","0.40000000000000000000","0.73913043478260869565","1.62016201620162016350"
2319,"UFC on FUEL TV: Nogueira vs. Werdum","2013-06-08","Featherweight Bout",False,"Rony Jason","Submission",1840,"Rony Jason",67,145,73,"Orthodox","1984-03-21","2","0","0","3.3791208791208791","0.47674418604651162791","2.9258241758241758","0.60335195530726256983","0.61813186813186813095","0.33333333333333333333","0.80000000000000000000","0.61813186813186813095",4301,"Mike Wilkinson",67,145,66,"Orthodox","1987-09-15","1","0","0","3.6000000000000000","0.33962264150943396226","5.0000000000000000","0.36974789915966386555","1.00000000000000000005","0.08333333333333333333","1.00000000000000000000","0.00000000000000000000"
2320,"UFC on FUEL TV: Nogueira vs. Werdum","2013-06-08","Middleweight Bout",False,"Daniel Sarafian","Submission",2572,"Eddie Mendez",70,185,0,"NaN","1984-01-16","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3549,"Daniel Sarafian",69,185,73,"Orthodox","1982-08-21","0","1","0","2.5333333333333333","0.38775510204081632653","4.1333333333333333","0.59210526315789473684","0.00000000000000000000","0.00000000000000000000","0.66666666666666666667","0.00000000000000000000"
2321,"UFC on FUEL TV: Nogueira vs. Werdum","2013-06-08","Welterweight Bout",False,"Erick Silva","Submission",1670,"Jason High",68,155,73,"Southpaw","1981-10-12","0","1","0","0.80000000000000000000","0.38709677419354838710","2.2000000000000000","0.37735849056603773585","0.00000000000000000000",NULL,"0.40000000000000000000","3.00000000000000000000",3691,"Erick Silva",72,170,74,"Orthodox","1984-06-21","2","2","0","1.98067632850241545894","0.62121212121212121212","4.29951690821256038647","0.40666666666666666667","1.44927536231884057965","0.66666666666666666667","0.61111111111111111111","2.89855072463768115945"
2322,"UFC on FUEL TV: Nogueira vs. Werdum","2013-06-08","Light Heavyweight Bout",False,"Thiago Silva","KO/TKO",643,"Rafael Cavalcante",73,205,74,"Orthodox","1980-04-14","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3683,"Thiago Silva",74,205,74,"Orthodox","1982-11-12","5","3","2","3.5042913962738120","0.49033391915641476274","2.5748377642872095","0.69448584202682563338","1.13041657944316516740","0.46153846153846153846","0.51724137931034482759","0.75361105296211011165"
2323,"UFC on FUEL TV: Nogueira vs. Werdum","2013-06-08","Ultimate Fighter Brazil 2 Welterweight Tournament Title Bout",True,"Leonardo Santos","Submission",2338,"William Macario",71,170,75,"Orthodox","1991-07-01","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3533,"Leonardo Santos",72,155,75,"Orthodox","1980-02-05","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2324,"UFC on FUEL TV: Nogueira vs. Werdum","2013-06-08","Heavyweight Bout",False,"Fabricio Werdum","Submission",2861,"Antonio Rodrigo Nogueira",75,240,77,"Orthodox","1976-06-02","5","3","0","2.6716417910447761","0.39168490153172866521","3.2238805970149254","0.63513513513513513514","1.56716417910447761190","0.31818181818181818182","0.33333333333333333333","2.23880597014925373135",4276,"Fabricio Werdum",76,231,77,"Orthodox","1977-07-30","4","2","0","4.4120707596253902","0.52605459057071960298","2.0395421436004162","0.57758620689655172414","0.62434963579604578440","0.22222222222222222222","0.25000000000000000000","0.00000000000000000000"
2325,"UFC 161: Evans vs Henderson","2013-06-15","Bantamweight Bout",False,"Yves Jabouin","Decision - Split",1815,"Yves Jabouin",67,135,68,"Orthodox","1979-05-30","3","2","0","3.0460670636164212","0.42297650130548302872","2.5947978690065810","0.66585956416464891041","1.12817298652460043735","0.33333333333333333333","0.76923076923076923077","0.00000000000000000000",2986,"Dustin Pague",69,135,74,"Orthodox","1987-08-05","1","3","0","2.0869565217391304","0.49315068493150684932","3.5652173913043478","0.42790697674418604651","0.86956521739130434785","0.33333333333333333333","0.60000000000000000000","0.86956521739130434785"
2326,"UFC 161: Evans vs Henderson","2013-06-15","Lightweight Bout",False,"Mitch Clarke","Decision - Unanimous",713,"Mitch Clarke",70,155,73,"Orthodox","1985-11-24","0","2","0","0.93495934959349593496","0.14838709677419354839","3.4146341463414634","0.36842105263157894737","1.82926829268292682925","0.27272727272727272727","0.55555555555555555556","0.60975609756097560975",2376,"John Maguire",69,155,69,"Southpaw","1983-05-19","2","2","0","1.5182926829268293","0.42564102564102564103","2.3597560975609756","0.66666666666666666667","2.74390243902439024230","0.47619047619047619048","0.75000000000000000000","1.37195121951219512115"
2327,"UFC 161: Evans vs Henderson","2013-06-15","Bantamweight Bout",False,"Roland Delorme","Decision - Unanimous",925,"Roland Delorme",69,135,71,"Orthodox","1983-12-18","2","0","1","3.9661016949152542","0.50322580645161290323","5.5932203389830508","0.38888888888888888889","2.28813559322033897910","0.27272727272727272727","0.50000000000000000000","3.05084745762711863895",1205,"Edwin Figueroa",67,135,69,"Orthodox","1984-07-31","2","2","0","2.9446494464944649","0.42222222222222222222","3.4981549815498155","0.51234567901234567901","0.33210332103321033255","1.00000000000000000000","0.43750000000000000000","0.33210332103321033255"
2328,"UFC 161: Evans vs Henderson","2013-06-15","Welterweight Bout",False,"Sean Pierson","Decision - Majority",3142,"Sean Pierson",72,170,76,"Southpaw","1976-03-10","3","2","0","4.1786283891547049","0.39939024390243902439","3.5885167464114833","0.67857142857142857143","0.47846889952153110045","0.20000000000000000000","0.60000000000000000000","0.47846889952153110045",3351,"Kenny Robertson",70,170,74,"Orthodox","1984-02-14","1","2","0","2.1337126600284495","0.50505050505050505051","2.9018492176386913","0.38181818181818181818","0.64011379800853485150","0.14285714285714285714","0.55555555555555555556","1.28022759601706970315"
2329,"UFC 161: Evans vs Henderson","2013-06-15","Lightweight Bout",False,"James Krause","Submission",2091,"James Krause",74,170,73,"Orthodox","1986-06-04","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3879,"Sam Stout",69,155,70,"Orthodox","1984-04-23","8","7","0","4.1767735504236584","0.28956461644782308224","3.9973417511214487","0.57722720084343700580","0.52334274796477820220","0.33333333333333333333","0.76724137931034482759","0.07476324970925402895"
2330,"UFC 161: Evans vs Henderson","2013-06-15","Welterweight Bout",False,"Jake Shields","Decision - Split",3657,"Jake Shields",72,170,72,"Orthodox","1979-01-09","2","2","1","3.21655302139666118034","0.32203389830508474576","2.58170703033153068422","0.60389610389610389610","1.90453797319539148830","0.20454545454545454545","0.37500000000000000000","0.00000000000000000000",4339,"Tyron Woodley",69,170,74,"Orthodox","1982-04-07","1","0","0","25.00000000000000000000","0.68181818181818181818","0.00000000000000000000","1.00000000000000000000","0.00000000000000000000",NULL,NULL,"0.00000000000000000000"
2331,"UFC 161: Evans vs Henderson","2013-06-15","Heavyweight Bout",False,"Shawn Jordan","KO/TKO",287,"Pat Barry",71,235,74,"Orthodox","1979-07-07","5","5","0","2.8023226457965160","0.52112676056338028169","3.3779348649330977","0.61351819757365684575","0.00000000000000000000","0.00000000000000000000","0.80000000000000000000","0.22721534965917697575",1916,"Shawn Jordan",72,260,75,"Southpaw","1984-10-21","2","1","0","3.7021927587965324","0.53539823008849557522","2.8148903620601734","0.43558282208588957055","0.91789903110657827730","0.28571428571428571429","0.88888888888888888889","0.00000000000000000000"
2332,"UFC 161: Evans vs Henderson","2013-06-15","Women's Bantamweight Bout",False,"Alexis Davis","Decision - Unanimous",885,"Alexis Davis",66,135,68,"Orthodox","1984-10-04","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3636,"Rosi Sexton",63,135,0,"Orthodox","1977-07-16","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2333,"UFC 161: Evans vs Henderson","2013-06-15","Light Heavyweight Bout",False,"Ryan Jimmo","Decision - Unanimous",1862,"Ryan Jimmo",73,205,73,"Orthodox","1981-11-27","1","1","0","2.38147739801543550165","0.66666666666666666667","3.24145534729878721058","0.38750000000000000000","0.00000000000000000000","0.00000000000000000000","0.60000000000000000000","0.00000000000000000000",3157,"Igor Pokrajac",72,205,74,"Orthodox","1979-01-02","4","4","1","2.42781155015197568666","0.46608315098468271335","3.62462006079027356036","0.45733788395904436860","1.19680851063829787370","0.38888888888888888889","0.58064516129032258065","0.17097264437689969620"
2334,"UFC 161: Evans vs Henderson","2013-06-15","Heavyweight Bout",False,"Stipe Miocic","Decision - Unanimous",2626,"Stipe Miocic",76,240,80,"Orthodox","1982-08-19","3","1","0","4.75851550584646671024","0.46153846153846153846","4.51448906964921200715","0.57348703170028818444","3.20284697508896797800","0.58333333333333333333","0.50000000000000000000","0.00000000000000000000",2820,"Roy Nelson",72,263,73,"Orthodox","1976-06-20","6","3","0","2.44133799301048427237","0.39950980392156862745","4.95756365451822266353","0.48037676609105180534","0.67398901647528706905","0.23076923076923076923","0.41666666666666666667","0.22466300549176235640"
2335,"UFC 161: Evans vs Henderson","2013-06-15","Light Heavyweight Bout",False,"Rashad Evans","Decision - Split",1143,"Rashad Evans",72,205,75,"Orthodox","1979-09-25","12","3","1","2.0375657400450789","0.37479270315091210614","2.2043576258452292","0.65970772442588726514","3.31329827197595792535","0.49494949494949494949","0.64864864864864864865","0.00000000000000000000",1630,"Dan Henderson",71,185,74,"Orthodox","1970-08-24","6","3","0","2.6547987616099071","0.48721590909090909091","3.0030959752321981","0.49214659685863874346","1.62538699690402476780","0.50000000000000000000","0.64705882352941176471","0.58049535603715170285"
2336,"UFC 162: Silva vs Weidman","2013-07-06","Welterweight Bout",False,"Mike Pierce","KO/TKO",2637,"David Mitchell",72,170,75,"Orthodox","1979-10-24","1","2","0","2.1333333333333333","0.32323232323232323232","2.3333333333333333","0.56611570247933884298","1.00000000000000000005","0.60000000000000000000","0.07142857142857142857","2.66666666666666666670",3139,"Mike Pierce",68,170,71,"Orthodox","1980-09-01","8","3","0","2.6430801248699272","0.43793103448275862069","2.2754075615678113","0.61502347417840375587","3.12174817898022893040","0.44776119402985074627","0.66666666666666666667","0.31217481789802289310"
2337,"UFC 162: Silva vs Weidman","2013-07-06","Welterweight Bout",False,"Brian Melancon","KO/TKO",232,"Seth Baczynski",75,170,75,"Orthodox","1981-10-26","4","2","0","2.5218340611353712","0.33920704845814977974","1.9159388646288210","0.55172413793103448276","0.49126637554585152810","0.14285714285714285714","0.50000000000000000000","1.22816593886462882025",2562,"Brian Melancon",68,170,0,"Orthodox","1982-05-28","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2338,"UFC 162: Silva vs Weidman","2013-07-06","Lightweight Bout",False,"Edson Barboza","KO/TKO",265,"Edson Barboza",71,155,75,"Orthodox","1986-01-21","5","1","0","3.8985465944713594","0.37936772046589018303","3.4539754915930465","0.65762711864406779661","1.02593331433456825545","0.80000000000000000000","0.75000000000000000000","0.00000000000000000000",2923,"Rafaello Oliveira",68,155,71,"Orthodox","1982-01-26","2","4","0","2.1653543307086614","0.32608695652173913043","2.8477690288713911","0.62905982905982905983","2.75590551181102362210","0.42424242424242424242","0.11111111111111111111","1.77165354330708661410"
2339,"UFC 162: Silva vs Weidman","2013-07-06","Heavyweight Bout",False,"Gabriel Gonzaga","KO/TKO",1423,"Gabriel Gonzaga",74,242,76,"Orthodox","1979-05-18","9","6","0","2.3751950078003120","0.46347031963470319635","2.7847113884555382","0.58172231985940246046","3.15912636505460217915","0.48648648648648648649","0.78571428571428571429","1.75507020280811232180",1645,"Dave Herman",76,242,77,"Orthodox","1984-10-03","1","3","0","4.42831215970961885870","0.58095238095238095238","3.73865698729582575775","0.49509803921568627451","1.63339382940108892335","1.00000000000000000000","0.62500000000000000000","0.00000000000000000000"
2340,"UFC 162: Silva vs Weidman","2013-07-06","Lightweight Bout",False,"Norman Parke","Decision - Unanimous",3018,"Norman Parke",71,155,70,"Southpaw","1986-12-22","1","0","0","2.8000000000000000","0.42857142857142857143","3.7333333333333333","0.60283687943262411348","6.00000000000000000000","0.66666666666666666667",NULL,"0.00000000000000000000",4032,"Kazuki Tokudome",71,155,73,"Southpaw","1987-03-04","1","0","0","2.2000000000000000","0.42857142857142857143","2.2000000000000000","0.56578947368421052632","1.99999999999999999995","1.00000000000000000000","0.75000000000000000000","0.00000000000000000000"
2341,"UFC 162: Silva vs Weidman","2013-07-06","Middleweight Bout",False,"Andrew Craig","Decision - Split",800,"Andrew Craig",73,170,76,"Orthodox","1986-01-15","2","1","0","1.9816053511705686","0.43888888888888888889","2.8595317725752508","0.37016574585635359116","0.37625418060200668860","0.25000000000000000000","0.70833333333333333333","0.00000000000000000000",2184,"Chris Leben",71,185,73,"Southpaw","1980-07-21","12","8","0","2.96786213320912901889","0.43030794165316045381","2.69958081043316255391","0.54476908576814326107","1.42524452724732184530","0.56666666666666666667","0.55882352941176470588","0.83837913367489520310"
2342,"UFC 162: Silva vs Weidman","2013-07-06","Featherweight Bout",False,"Cub Swanson","KO/TKO",3738,"Dennis Siver",66,145,70,"Orthodox","1979-01-13","10","5","0","4.13055970578094471805","0.31963713980789754536","2.59280542466383174288","0.68874172185430463576","0.72405470635559131125","0.25925925925925925926","0.71052631578947368421","0.31030915986668199045",3916,"Cub Swanson",68,145,70,"Orthodox","1983-11-02","4","1","0","4.1412520064205457","0.47777777777777777778","3.5152487961476725","0.62944162436548223350","1.80577849117174959585","0.83333333333333333333","0.63636363636363636364","0.36115569823434991920"
2343,"UFC 162: Silva vs Weidman","2013-07-06","Middleweight Bout",False,"Mark Munoz","Decision - Unanimous",393,"Tim Boetsch",72,185,74,"Orthodox","1981-01-28","7","4","0","2.9581005586592179","0.50791366906474820144","2.2960893854748603","0.62258953168044077135","2.13687150837988826700","0.36170212765957446809","0.52173913043478260870","0.62849162011173184320",2742,"Mark Munoz",72,185,71,"Orthodox","1978-02-09","7","3","0","3.12863372093023255928","0.48154362416107382550","2.37645348837209302412","0.58633776091081593928","2.28924418604651162880","0.23333333333333333333","0.56250000000000000000","0.49055232558139534905"
2344,"UFC 162: Silva vs Weidman","2013-07-06","Middleweight Bout",False,"Tim Kennedy","Decision - Unanimous",1470,"Roger Gracie",76,185,79,"Orthodox","1981-09-26","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1997,"Tim Kennedy",71,185,74,"Orthodox","1979-09-01","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2345,"UFC 162: Silva vs Weidman","2013-07-06","Featherweight Bout",False,"Frankie Edgar","Decision - Unanimous",1067,"Frankie Edgar",66,135,68,"Orthodox","1981-10-16","9","4","1","3.2285770056607457","0.37866300366300366300","2.2174507124731603","0.71557336004006009014","2.57661526449346086285","0.34920634920634920635","0.61403508771929824561","0.35135662697638102680",2924,"Charles Oliveira",70,155,74,"Orthodox","1989-10-17","4","3","1","3.73141054529067146355","0.46464646464646464646","2.59576385759351058334","0.65467625899280575540","2.43352861649391617190","0.35294117647058823529","0.58333333333333333333","3.65029292474087425785"
2346,"UFC 162: Silva vs Weidman","2013-07-06","UFC Middleweight Title Bout",True,"Chris Weidman","KO/TKO",3681,"Anderson Silva",74,185,77,"Southpaw","1975-04-14","16","0","0","3.34310850439882697633","0.67760342368045649073","1.74545454545454545291","0.62367223065250379363","0.31671554252199413460","0.75000000000000000000","0.80701754385964912281","0.63343108504398826920",4271,"Chris Weidman",74,185,78,"Orthodox","1984-06-17","5","0","0","3.2314744079449962","0.42598187311178247734","1.9480519480519480","0.68045112781954887218","4.46906035141329258300","0.72222222222222222222","1.00000000000000000000","1.37509549274255156400"
2347,"UFC on FOX: Johnson vs Moraga","2013-07-27","Bantamweight Bout",False,"Yaotzin Meza","Submission",51,"John Albert",68,135,68,"Orthodox","1986-10-13","1","3","0","4.4418331374853114","0.51219512195121951220","4.0893066980023502","0.34831460674157303371","0.00000000000000000000","0.00000000000000000000","0.50000000000000000000","6.34547591069330201250",2587,"Yaotzin Meza",69,145,71,"Orthodox","1981-02-04","0","1","0","1.0434782608695652","0.13333333333333333333","5.2173913043478260","0.23076923076923076923","0.00000000000000000000",NULL,NULL,"0.00000000000000000000"
2348,"UFC on FOX: Johnson vs Moraga","2013-07-27","Lightweight Bout",False,"Justin Salas","Decision - Split",3314,"Aaron Riley",68,155,69,"Southpaw","1980-12-09","3","5","0","3.58357527996681874889","0.39344262295081967213","3.96930734135213604478","0.60810810810810810811","1.49315636665284114540","0.34782608695652173913","0.57894736842105263158","0.18664454583160514310",3476,"Justin Salas",68,155,70,"Southpaw","1982-03-13","1","1","0","3.4161490683229814","0.46218487394957983193","3.9751552795031056","0.59235668789808917197","3.72670807453416149070","0.21052631578947368421",NULL,"0.00000000000000000000"
2349,"UFC on FOX: Johnson vs Moraga","2013-07-27","Women's Bantamweight Bout",False,"Germaine de Randamie","Decision - Split",908,"Germaine de Randamie",69,135,71,"Orthodox","1984-04-24","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1986,"Julie Kedzie",65,135,0,"Orthodox","1981-03-18","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2350,"UFC on FOX: Johnson vs Moraga","2013-07-27","Middleweight Bout",False,"Ed Herman","Decision - Split",1644,"Ed Herman",73,205,77,"Orthodox","1980-10-02","7","5","1","2.81755196304849884266","0.51260504201680672269","2.02309468822170900506","0.41286863270777479893","3.74133949191685911900","0.54000000000000000000","0.67857142857142857143","1.66281755196304849725",3754,"Trevor Smith",75,185,75,"Orthodox","1981-01-05","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
