fight_id,fighter_id,round,kd,sub_att,reversals,ctr_time,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,head_landed,head_attempted,body_landed,body_attempted,leg_landed,leg_attempted,distance_landed,distance_attempted,clinch_landed,clinch_attempted,ground_landed,ground_attempted
1,2715,1,0,1,0,42:42:42,1,1,2,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0
1,874,1,0,0,0,42:42:42,0,4,1,5,0,0,0,2,0,0,0,2,0,3,0,1,0,0
2,3747,1,0,1,0,42:42:42,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0
2,4330,1,0,0,0,42:42:42,1,1,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0
3,3292,1,0,0,0,42:42:42,11,17,74,86,1,1,9,15,1,1,1,1,1,1,1,1,9,15
3,2233,1,0,0,0,42:42:42,4,5,95,102,0,0,4,5,0,0,0,0,1,2,2,2,1,1
4,1558,1,0,3,1,42:42:42,2,3,14,15,1,1,2,3,0,0,0,0,1,1,0,0,1,2
4,2328,1,0,0,0,42:42:42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,4295,1,0,0,0,42:42:42,8,12,11,15,0,0,7,11,1,1,0,0,1,3,0,0,7,9
5,2314,1,0,1,0,42:42:42,2,6,2,6,1,1,1,2,0,1,1,3,2,6,0,0,0,0
6,3008,1,0,1,0,42:42:42,4,6,20,22,1,1,4,5,0,0,0,1,0,1,0,0,4,5
6,2220,1,0,0,0,42:42:42,1,3,9,11,0,0,1,3,0,0,0,0,1,1,0,0,0,2
7,927,1,0,5,4,42:42:42,3,5,20,25,0,1,1,2,1,2,1,1,2,4,0,0,1,1
7,245,1,0,0,2,42:42:42,0,2,14,23,1,1,0,2,0,0,0,0,0,2,0,0,0,0
8,1458,1,0,2,0,42:42:42,2,4,110,114,1,1,0,0,0,0,2,4,2,4,0,0,0,0
8,1769,1,0,0,0,42:42:42,3,7,12,16,0,0,3,6,0,0,0,1,0,2,0,0,3,5
9,3747,1,0,0,0,42:42:42,13,17,19,25,0,0,12,16,1,1,0,0,0,0,1,1,12,16
9,2715,1,0,0,0,42:42:42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,3292,1,1,1,0,42:42:42,13,29,21,38,0,0,12,28,0,0,1,1,3,6,1,2,9,21
10,1139,1,0,0,0,42:42:42,4,7,7,11,0,0,0,1,2,4,2,2,4,7,0,0,0,0
11,3008,1,0,0,0,42:42:42,7,7,7,7,1,1,7,7,0,0,0,0,0,0,0,0,7,7
11,4295,1,0,0,0,42:42:42,1,2,5,7,0,0,0,1,0,0,1,1,1,2,0,0,0,0
12,1458,1,0,1,1,42:42:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,927,1,0,0,0,42:42:42,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13,3747,1,0,1,0,42:42:42,5,12,5,12,0,0,1,4,2,2,2,6,3,10,2,2,0,0
13,3292,1,0,0,0,42:42:42,4,9,4,9,0,0,2,5,0,0,2,4,4,9,0,0,0,0
14,1458,1,0,1,0,42:42:42,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
14,3008,1,0,0,0,42:42:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1458,1,0,0,0,42:42:42,4,4,11,11,1,2,3,3,0,0,1,1,0,0,1,1,3,3
15,3747,1,0,0,0,42:42:42,1,2,2,3,0,0,0,0,1,2,0,0,0,1,1,1,0,0
16,1538,1,1,0,0,42:42:42,34,50,36,52,0,0,29,45,0,0,5,5,6,8,2,3,26,39
16,4382,1,0,0,0,42:42:42,1,5,4,9,0,1,1,5,0,0,0,0,0,2,0,0,1,3
17,3644,1,0,0,0,42:42:42,8,9,16,20,1,1,5,6,3,3,0,0,0,1,0,0,8,8
17,2216,1,0,0,0,42:42:42,1,2,21,23,0,0,1,2,0,0,0,0,1,2,0,0,0,0
18,1737,1,1,0,0,42:42:42,9,12,12,15,0,1,9,12,0,0,0,0,1,4,4,4,4,4
18,3048,1,0,0,0,42:42:42,3,4,3,4,1,2,0,0,2,2,1,2,2,2,1,2,0,0
19,1458,1,0,1,1,42:42:42,2,6,17,21,0,2,1,1,0,2,1,3,0,0,2,6,0,0
19,2224,1,0,0,1,42:42:42,6,9,6,10,1,1,3,6,2,2,1,1,0,1,3,3,3,5
20,3644,1,0,1,0,42:42:42,4,4,7,7,1,2,1,1,2,2,1,1,0,0,3,3,1,1
20,2636,1,0,0,0,42:42:42,3,3,21,22,0,0,0,0,1,1,2,2,0,0,3,3,0,0
21,1852,1,0,0,0,42:42:42,6,11,7,13,1,1,6,11,0,0,0,0,1,2,0,0,5,9
21,1737,1,0,1,0,42:42:42,2,6,3,7,0,0,2,6,0,0,0,0,1,4,1,1,0,1
24,2588,1,0,0,0,42:42:42,19,30,23,34,1,1,17,28,1,1,1,1,0,1,4,5,15,24
24,1161,1,1,0,0,42:42:42,9,12,12,15,0,0,5,8,2,2,2,2,1,4,4,4,4,4
25,1458,1,0,1,0,42:42:42,7,11,27,31,1,1,5,8,2,3,0,0,0,1,0,0,7,10
25,4132,1,0,0,0,42:42:42,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2
26,1538,1,0,1,0,42:42:42,8,14,10,16,0,0,1,5,0,1,7,8,2,7,0,0,6,7
26,3781,1,0,1,0,42:42:42,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27,1852,1,0,1,0,42:42:42,13,40,29,70,2,3,13,36,0,2,0,2,0,6,0,0,13,34
27,432,1,0,0,0,42:42:42,1,4,48,59,0,0,1,4,0,0,0,0,0,3,1,1,0,0
28,3635,1,0,1,0,42:42:42,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
28,2350,1,0,0,0,42:42:42,8,9,12,14,0,0,4,4,2,2,2,3,2,3,3,3,3,3
29,1458,1,0,3,0,42:42:42,11,23,45,58,0,2,7,15,3,5,1,3,2,10,9,13,0,0
29,1538,1,0,0,0,42:42:42,4,13,7,16,0,0,3,12,1,1,0,0,1,3,2,4,1,6
30,3635,1,0,1,0,42:42:42,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
30,421,1,0,0,0,42:42:42,1,2,2,3,0,0,0,0,1,2,0,0,1,2,0,0,0,0
31,1458,1,0,3,0,42:42:42,0,4,80,84,0,0,0,1,0,0,0,3,0,4,0,0,0,0
31,3635,1,0,0,0,42:42:42,4,7,27,43,1,1,4,7,0,0,0,0,0,0,0,0,4,7
32,327,1,0,0,0,42:42:42,12,18,12,18,1,1,12,18,0,0,0,0,0,0,0,0,12,18
32,582,1,0,0,0,42:42:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2588,1,1,0,0,42:42:42,12,17,15,20,0,0,10,15,1,1,1,1,2,5,2,2,8,10
33,1009,1,0,0,0,42:42:42,0,4,2,7,0,0,0,0,0,2,0,2,0,4,0,0,0,0
34,1661,1,0,0,0,42:42:42,17,28,30,41,0,0,7,17,10,11,0,0,6,14,6,9,5,5
34,136,1,0,0,1,42:42:42,2,2,6,6,0,2,2,2,0,0,0,0,0,0,0,0,2,2
35,2552,1,0,1,0,42:42:42,4,4,64,66,1,1,3,3,1,1,0,0,0,0,0,0,4,4
35,836,1,0,0,0,42:42:42,1,2,15,16,0,0,0,1,1,1,0,0,0,1,1,1,0,0
36,3947,1,0,1,1,42:42:42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36,4167,1,0,0,0,42:42:42,2,5,7,11,0,0,2,5,0,0,0,0,0,2,0,0,2,3
37,3635,1,0,1,0,42:42:42,2,4,12,19,1,1,2,4,0,0,0,0,0,0,0,0,2,4
37,663,1,0,0,0,42:42:42,1,1,1,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0
38,327,1,0,0,0,42:42:42,8,13,22,28,1,1,8,13,0,0,0,0,0,0,0,0,8,13
38,2552,1,0,0,0,42:42:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3635,1,0,0,0,42:42:42,9,17,38,64,1,1,9,17,0,0,0,0,0,0,0,0,9,17
39,3947,1,0,0,0,42:42:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3644,1,0,0,0,42:42:42,9,19,67,84,1,1,4,14,0,0,5,5,0,1,0,0,9,18
40,3644,2,0,0,0,42:42:42,1,3,31,39,0,0,1,3,0,0,0,0,1,2,0,0,0,1
40,1458,1,0,0,0,42:42:42,3,8,344,351,0,0,2,3,0,1,1,4,1,5,0,0,2,3
40,1458,2,0,0,0,42:42:42,0,4,11,15,0,1,0,2,0,1,0,1,0,4,0,0,0,0
41,3635,1,0,1,0,42:42:42,2,3,11,13,1,1,1,1,0,1,1,1,0,0,1,2,1,1
41,327,1,0,0,0,42:42:42,2,6,5,10,0,0,2,6,0,0,0,0,0,1,2,5,0,0
44,5,1,2,0,0,42:42:42,7,12,7,12,0,0,7,12,0,0,0,0,0,1,6,6,1,5
44,2485,1,0,0,0,42:42:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,4141,1,1,0,0,42:42:42,8,22,12,27,0,0,7,19,1,2,0,1,3,12,5,10,0,0
45,4343,1,0,0,0,42:42:42,9,33,11,35,0,1,9,30,0,3,0,0,5,13,4,20,0,0
46,3747,1,1,1,0,42:42:42,6,8,10,13,2,2,2,4,4,4,0,0,1,1,3,3,2,4
46,2667,1,0,0,0,42:42:42,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,3947,1,0,1,0,42:42:42,0,2,5,7,0,1,0,2,0,0,0,0,0,0,0,2,0,0
47,327,1,0,0,0,42:42:42,5,14,5,14,1,1,5,14,0,0,0,0,0,0,4,11,1,3
48,5,1,0,0,0,42:42:42,14,21,18,25,1,1,13,20,1,1,0,0,1,1,0,0,13,20
48,4141,1,0,0,0,42:42:42,1,2,12,14,0,0,0,1,1,1,0,0,0,1,1,1,0,0
49,3947,1,0,1,1,42:42:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2350,1,0,0,0,42:42:42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,3644,1,0,2,0,42:42:42,2,5,2,5,0,1,1,4,1,1,0,0,1,4,1,1,0,0
50,3635,1,0,0,0,42:42:42,2,2,2,2,0,1,1,1,0,0,1,1,1,1,1,1,0,0
51,3947,1,0,4,0,42:42:42,4,10,48,59,0,3,4,10,0,0,0,0,3,9,1,1,0,0
51,5,1,0,1,0,42:42:42,17,45,39,71,2,3,16,44,1,1,0,0,8,27,3,7,6,11
54,352,1,0,2,0,42:42:42,1,5,1,5,0,0,0,4,1,1,0,0,0,4,1,1,0,0
54,1717,1,0,0,0,42:42:42,2,3,2,3,0,0,0,0,0,0,2,3,1,2,1,1,0,0
55,4141,1,0,0,0,42:42:42,4,4,35,38,1,1,4,4,0,0,0,0,0,0,0,0,4,4
55,1584,1,0,0,0,42:42:42,0,2,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0
56,1549,1,0,0,1,42:42:42,1,4,13,23,0,0,1,4,0,0,0,0,0,1,0,0,1,3
56,1737,1,0,0,0,42:42:42,4,5,5,8,1,2,1,1,3,4,0,0,2,2,2,3,0,0
57,3008,1,0,1,0,42:42:42,0,0,16,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0
57,3019,1,0,0,0,42:42:42,0,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3434,1,0,3,0,42:42:42,1,1,2,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0
58,836,1,0,1,1,42:42:42,6,7,11,14,0,0,2,3,4,4,0,0,0,0,0,0,6,7
59,4141,1,0,2,0,42:42:42,2,3,4,6,1,1,2,3,0,0,0,0,0,1,0,0,2,2
59,1549,1,0,0,0,42:42:42,2,3,4,5,0,0,1,1,0,1,1,1,2,2,0,1,0,0
60,3434,1,0,2,1,42:42:42,4,7,11,18,0,0,1,2,2,2,1,3,1,3,0,0,3,4
60,3008,1,0,2,0,42:42:42,2,4,4,7,1,1,0,1,0,0,2,3,0,2,2,2,0,0
61,3644,1,0,0,0,42:42:42,22,40,167,198,1,1,21,39,0,0,1,1,6,18,0,0,16,22
61,3644,2,0,1,0,42:42:42,7,18,13,24,0,0,5,14,2,4,0,0,2,11,4,6,1,1
61,3947,1,0,0,0,42:42:42,2,14,107,119,0,1,2,10,0,1,0,3,1,12,1,2,0,0
61,3947,2,0,0,0,42:42:42,2,8,3,9,0,1,1,7,0,0,1,1,2,6,0,2,0,0
62,3434,1,1,0,0,42:42:42,33,59,54,84,0,0,9,25,0,0,24,34,27,49,2,3,4,7
62,4141,1,0,1,0,42:42:42,10,30,36,63,0,0,3,19,2,2,5,9,7,27,3,3,0,0
65,5,1,0,1,0,42:42:42,1,1,3,5,1,1,1,1,0,0,0,0,1,1,0,0,0,0
65,1852,1,0,0,0,42:42:42,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
66,3635,1,0,2,0,42:42:42,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
66,4141,1,0,0,0,42:42:42,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
67,3434,1,0,1,0,42:42:42,7,10,11,15,1,2,5,8,0,0,2,2,2,3,0,0,5,7
67,1538,1,0,0,0,42:42:42,1,4,1,4,0,0,0,2,0,0,1,2,1,4,0,0,0,0
68,3947,1,0,2,0,42:42:42,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
68,327,1,0,0,0,42:42:42,2,5,2,5,0,0,1,4,0,0,1,1,0,2,1,1,1,2
69,3635,1,0,0,0,42:42:42,57,65,233,253,1,2,36,43,16,17,5,5,0,0,5,5,52,60
69,5,1,0,0,0,42:42:42,3,6,11,16,0,0,3,6,0,0,0,0,0,2,2,3,1,1
70,3947,1,0,1,0,42:42:42,6,33,10,37,0,3,2,19,0,1,4,13,6,33,0,0,0,0
70,3434,1,0,0,0,42:42:42,14,53,29,68,0,0,3,31,0,0,11,22,14,52,0,0,0,1
71,3635,1,0,0,0,42:42:42,22,58,196,256,0,0,16,52,5,5,1,1,6,40,0,0,16,18
71,3635,2,0,0,0,42:42:42,2,21,2,21,0,0,2,21,0,0,0,0,1,20,0,0,1,1
71,3947,1,0,1,0,42:42:42,7,17,25,35,0,1,3,11,1,3,3,3,7,17,0,0,0,0
71,3947,2,0,0,0,42:42:42,1,12,1,12,0,0,1,12,0,0,0,0,1,12,0,0,0,0
73,1286,1,1,0,0,42:42:42,3,4,3,4,0,0,3,4,0,0,0,0,2,3,0,0,1,1
73,3232,1,0,0,0,42:42:42,1,2,1,2,0,0,1,2,0,0,0,0,1,2,0,0,0,0
74,4141,1,0,0,0,42:42:42,9,38,20,51,0,0,5,32,0,1,4,5,6,28,3,10,0,0
74,2700,1,0,0,0,42:42:42,12,28,12,28,0,3,5,14,2,2,5,12,9,17,3,11,0,0
75,398,1,0,1,0,42:42:42,7,9,27,33,0,0,3,3,2,2,2,4,4,6,2,2,1,1
75,1195,1,0,1,0,42:42:42,9,12,17,20,2,4,6,8,2,2,1,2,1,2,4,6,4,4
76,1438,1,0,0,0,42:42:42,8,8,8,8,1,1,8,8,0,0,0,0,0,0,0,0,8,8
76,1655,1,0,0,0,42:42:42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,1286,1,0,0,0,42:42:42,5,9,19,24,1,1,5,9,0,0,0,0,0,3,0,0,5,6
77,22,1,0,0,0,42:42:42,0,3,1,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0
78,1438,1,0,1,1,42:42:42,3,6,7,10,1,1,3,6,0,0,0,0,0,1,0,0,3,5
78,398,1,0,0,1,42:42:42,1,8,18,28,0,1,1,8,0,0,0,0,0,0,0,0,1,8
79,3644,1,0,2,0,42:42:42,0,1,13,14,1,1,0,1,0,0,0,0,0,1,0,0,0,0
79,2224,1,0,0,1,42:42:42,4,5,5,6,0,0,3,4,1,1,0,0,1,1,0,0,3,4
80,1286,1,0,0,1,42:42:42,12,21,27,37,0,0,9,18,0,0,3,3,2,6,7,11,3,4
80,1438,1,0,0,0,42:42:42,2,6,2,6,1,3,1,4,1,2,0,0,0,3,2,3,0,0
81,2818,1,0,1,0,42:42:42,13,16,39,43,2,2,12,15,1,1,0,0,1,2,1,1,11,13
81,431,1,0,0,0,42:42:42,4,4,20,20,0,0,2,2,0,0,2,2,2,2,2,2,0,0
82,4343,1,0,0,0,42:42:42,9,11,29,33,1,1,6,6,2,2,1,3,1,3,0,0,8,8
82,1265,1,0,0,0,42:42:42,1,2,1,2,0,0,0,1,1,1,0,0,1,2,0,0,0,0
83,603,1,0,0,0,42:42:42,8,17,33,48,1,1,8,17,0,0,0,0,0,0,0,0,8,17
83,135,1,0,0,0,42:42:42,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,3598,1,0,0,0,42:42:42,8,29,74,96,3,3,7,27,1,1,0,1,1,2,0,0,7,27
84,1438,1,0,0,0,42:42:42,1,4,3,7,0,0,0,3,0,0,1,1,1,4,0,0,0,0
85,1549,1,0,0,0,42:42:42,3,3,4,4,0,0,2,2,0,0,1,1,2,2,0,0,1,1
85,2046,1,0,0,0,42:42:42,1,2,1,2,1,1,1,2,0,0,0,0,0,1,1,1,0,0
86,1286,1,0,0,0,42:42:42,46,59,82,98,1,1,27,39,19,20,0,0,1,5,11,16,34,38
86,368,1,0,0,0,42:42:42,2,5,24,30,0,6,1,4,0,0,1,1,2,2,0,3,0,0
87,3635,1,0,0,1,42:42:42,13,55,29,74,0,2,11,53,0,0,2,2,7,46,0,0,6,9
87,3635,2,0,0,0,42:42:42,0,4,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0
87,3635,3,0,0,0,42:42:42,3,16,3,16,0,0,2,13,0,0,1,3,2,12,1,4,0,0
87,3644,1,0,0,0,42:42:42,14,64,55,105,0,0,6,55,8,9,0,0,5,55,0,0,9,9
87,3644,2,0,0,0,42:42:42,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0
87,3644,3,0,0,0,42:42:42,4,15,4,15,0,1,3,14,1,1,0,0,3,14,1,1,0,0
88,1949,1,0,1,1,42:42:42,21,36,48,64,0,2,9,23,7,8,5,5,0,11,18,22,3,3
88,348,1,0,0,0,42:42:42,3,5,9,11,0,1,3,5,0,0,0,0,0,1,3,4,0,0
90,1286,1,0,0,0,42:42:42,27,28,182,191,1,1,8,8,19,20,0,0,0,0,0,0,27,28
90,1549,1,0,0,0,42:42:42,2,2,22,26,0,0,1,1,1,1,0,0,1,1,1,1,0,0
91,1890,1,0,1,1,42:42:42,2,5,13,17,1,2,2,5,0,0,0,0,0,0,0,0,2,5
91,1199,1,0,0,0,42:42:42,3,4,5,7,0,0,2,3,0,0,1,1,1,1,0,0,2,3
92,733,1,0,0,0,42:42:42,25,30,33,38,1,2,20,25,5,5,0,0,0,0,0,0,25,30
92,1722,1,0,0,0,42:42:42,0,1,19,21,0,0,0,1,0,0,0,0,0,1,0,0,0,0
93,1438,1,0,0,1,42:42:42,5,6,6,7,0,0,5,6,0,0,0,0,2,3,0,0,3,3
93,576,1,0,0,0,42:42:42,5,7,8,10,0,1,3,4,1,2,1,1,0,0,5,7,0,0
94,1286,1,0,0,0,42:42:42,11,16,42,48,1,1,4,9,7,7,0,0,1,4,5,7,5,5
94,1890,1,0,0,0,42:42:42,11,22,28,39,0,0,5,13,4,6,2,3,0,6,11,16,0,0
95,733,1,0,0,0,42:42:42,33,48,51,70,2,2,33,48,0,0,0,0,2,3,19,26,12,19
95,1438,1,0,0,0,42:42:42,3,7,8,13,0,0,1,4,1,2,1,1,0,3,3,4,0,0
96,733,1,0,2,0,42:42:42,34,60,71,105,3,5,30,56,4,4,0,0,2,4,4,5,28,51
96,1286,1,0,0,1,42:42:42,1,6,17,22,0,2,1,6,0,0,0,0,1,6,0,0,0,0
99,733,1,0,2,0,42:42:42,7,7,8,8,1,1,7,7,0,0,0,0,1,1,0,0,6,6
99,3497,1,0,0,0,42:42:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1890,1,0,0,0,42:42:42,6,8,8,10,1,1,5,7,1,1,0,0,0,0,1,2,5,6
100,2802,1,0,0,0,42:42:42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101,5,1,0,1,0,42:42:42,8,9,16,17,1,1,5,6,3,3,0,0,0,0,0,0,8,9
101,22,1,0,0,0,42:42:42,0,2,3,5,0,0,0,2,0,0,0,0,0,2,0,0,0,0
102,398,1,0,0,1,42:42:42,18,21,179,189,1,1,9,11,5,5,4,5,1,2,5,5,12,14
102,1525,1,0,1,0,42:42:42,2,3,15,16,1,3,1,2,1,1,0,0,1,2,1,1,0,0
103,733,1,0,0,0,42:42:42,9,10,21,22,1,1,9,10,0,0,0,0,0,0,0,0,9,10
103,1890,1,0,0,0,42:42:42,3,5,3,6,0,0,0,2,0,0,3,3,3,5,0,0,0,0
104,1195,1,0,0,0,42:42:42,48,69,146,169,0,1,10,29,31,33,7,7,9,23,39,46,0,0
104,1195,2,0,0,0,42:42:42,12,25,34,47,0,0,7,19,3,4,2,2,8,20,4,5,0,0
104,5,1,0,0,0,42:42:42,14,32,19,37,0,1,13,31,1,1,0,0,8,21,6,11,0,0
104,5,2,0,0,0,42:42:42,7,18,8,19,0,0,7,18,0,0,0,0,7,18,0,0,0,0
108,1286,1,0,0,0,42:42:42,16,30,32,49,0,0,10,22,6,8,0,0,2,9,14,21,0,0
108,1438,1,0,0,0,42:42:42,14,26,45,60,1,1,11,23,3,3,0,0,2,5,9,16,3,5
109,5,1,0,1,0,42:42:42,4,9,9,17,0,1,4,9,0,0,0,0,1,5,0,0,3,4
109,4343,1,0,0,0,42:42:42,5,7,16,22,0,0,4,6,1,1,0,0,1,3,2,2,2,2
110,2224,1,0,0,1,42:42:42,9,11,25,33,0,3,9,10,0,0,0,1,0,0,0,1,9,10
110,4141,1,0,0,0,42:42:42,21,28,101,129,0,0,19,26,2,2,0,0,0,0,9,12,12,16
111,3644,1,0,1,0,42:42:42,22,39,70,91,1,1,21,38,1,1,0,0,0,1,0,0,22,38
111,1890,1,0,0,0,42:42:42,1,3,12,15,0,0,0,2,0,0,1,1,1,3,0,0,0,0
112,1286,1,0,1,0,42:42:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1549,1,0,0,0,42:42:42,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
113,5,1,1,0,0,42:42:42,9,17,13,21,1,1,9,17,0,0,0,0,1,1,8,16,0,0
113,2818,1,0,0,0,42:42:42,2,2,2,2,0,0,1,1,1,1,0,0,1,1,1,1,0,0
114,1286,1,0,2,0,42:42:42,6,18,6,18,0,0,6,18,0,0,0,0,5,16,0,1,1,1
114,5,1,0,0,0,42:42:42,13,28,16,32,0,0,13,27,0,1,0,0,9,19,4,9,0,0
117,398,1,0,1,0,42:42:42,0,3,4,7,1,1,0,0,0,0,0,3,0,3,0,0,0,0
117,2447,1,0,0,0,42:42:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,3941,1,0,0,0,42:42:42,11,25,63,81,1,1,11,25,0,0,0,0,3,12,1,4,7,9
118,3941,2,0,0,0,42:42:42,9,18,9,18,0,0,9,18,0,0,0,0,6,15,2,2,1,1
118,1804,1,0,0,0,42:42:42,1,10,19,31,1,10,1,10,0,0,0,0,1,10,0,0,0,0
118,1804,2,0,0,0,42:42:42,0,7,0,7,0,0,0,7,0,0,0,0,0,7,0,0,0,0
119,1195,1,0,1,0,42:42:42,30,42,63,78,2,2,23,35,6,6,1,1,2,3,11,17,17,22
119,2737,1,0,0,0,42:42:42,3,5,4,7,0,0,3,5,0,0,0,0,1,3,2,2,0,0
120,319,1,1,0,0,42:42:42,17,29,23,35,0,0,17,29,0,0,0,0,2,4,5,15,10,10
120,3986,1,0,0,0,42:42:42,1,7,1,7,0,0,0,6,1,1,0,0,0,1,1,6,0,0
121,398,1,0,1,0,42:42:42,2,4,3,5,1,1,2,3,0,0,0,1,0,2,2,2,0,0
121,3547,1,0,0,0,42:42:42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122,319,1,1,0,0,42:42:42,9,12,9,12,0,0,9,12,0,0,0,0,2,3,0,0,7,9
122,1195,1,0,0,0,42:42:42,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0
123,733,1,0,2,0,42:42:42,4,12,12,21,0,0,4,12,0,0,0,0,2,8,0,0,2,4
123,3635,1,0,0,0,42:42:42,2,4,16,18,0,3,2,4,0,0,0,0,2,4,0,0,0,0
124,2951,1,0,0,0,42:42:42,21,24,28,31,1,1,20,23,1,1,0,0,1,1,0,0,20,23
124,53,1,0,0,0,42:42:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2848,1,0,0,0,42:42:42,11,13,13,15,0,0,11,13,0,0,0,0,0,2,0,0,11,11
125,1732,1,0,1,0,42:42:42,1,5,1,5,0,0,0,4,0,0,1,1,1,3,0,2,0,0
126,2588,1,0,0,0,42:42:42,26,41,64,84,0,0,14,29,5,5,7,7,12,18,10,15,4,8
126,2588,2,0,0,0,42:42:42,9,13,22,26,0,0,7,10,1,1,1,2,2,5,3,4,4,4
126,2216,1,0,1,0,42:42:42,2,13,11,23,0,2,2,11,0,0,0,2,2,8,0,5,0,0
126,2216,2,0,0,0,42:42:42,1,3,7,9,0,0,1,2,0,0,0,1,1,2,0,1,0,0
127,1787,1,0,1,0,42:42:42,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,78,1,0,0,0,42:42:42,3,6,5,8,0,1,3,6,0,0,0,0,0,0,0,0,3,6
128,1475,1,0,1,0,42:42:42,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
128,3854,1,0,0,0,42:42:42,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
129,792,1,0,1,0,42:42:42,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
129,1554,1,0,0,0,42:42:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2588,1,0,1,0,42:42:42,0,5,0,5,0,1,0,5,0,0,0,0,0,5,0,0,0,0
130,2951,1,0,0,0,42:42:42,5,19,19,33,1,1,5,19,0,0,0,0,1,15,0,0,4,4
131,792,1,0,0,0,42:42:42,16,19,25,28,1,1,15,18,1,1,0,0,0,0,0,0,16,19
131,1475,1,0,0,0,42:42:42,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,319,1,0,0,0,42:42:42,15,24,16,25,1,1,13,22,2,2,0,0,1,1,7,11,7,12
132,5,1,0,0,0,42:42:42,2,5,2,5,0,1,0,3,2,2,0,0,0,2,2,3,0,0
133,1288,1,0,1,0,42:42:42,5,8,11,15,1,1,4,7,1,1,0,0,0,0,0,0,5,8
133,662,1,0,0,0,42:42:42,0,2,5,8,0,0,0,2,0,0,0,0,0,1,0,0,0,1
134,1761,1,0,0,0,42:42:42,7,12,16,21,1,1,4,8,2,3,1,1,2,3,0,0,5,9
134,1298,1,0,0,0,42:42:42,1,1,2,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0
135,2700,1,0,0,0,42:42:42,6,7,64,67,2,2,6,6,0,0,0,1,0,1,0,0,6,6
135,2700,2,0,0,0,42:42:42,1,2,12,13,1,1,1,2,0,0,0,0,0,0,0,0,1,2
